Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150818_KBayRecov_Mcap_redos_1.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-18 15:14:40 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,84_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,37.36183548,38.21775055,1.210446715,,,,FALSE,0.01,FALSE,3,20,,Y,N
A3,84_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,39.07366562,38.21775055,1.210446715,,,,FALSE,0.01,FALSE,3,20,,Y,N
A4,80_11.24_reex,C,UNKNOWN,VIC,NFQ-MGB,24.68978691,24.93749619,0.350315154,,,,FALSE,0.01,FALSE,3,20,,Y,N
A4,80_11.24_reex,D,UNKNOWN,FAM,NFQ-MGB,35.53597641,34.34338379,1.686577916,,,,FALSE,0.01,FALSE,3,20,,Y,N
A5,138_11.04_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.16464043,27.17663956,0.016969332,,,,FALSE,0.01,FALSE,3,20,,N,N
A6,138_11.04_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.18863869,27.17663956,0.016969332,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,138_11.04_reex,C,UNKNOWN,VIC,NFQ-MGB,30.94717979,31.63490295,0.972588778,,,,FALSE,0.01,FALSE,3,20,,Y,N
A7,138_11.04_reex,D,UNKNOWN,FAM,NFQ-MGB,25.22755051,26.03796005,1.146092176,,,,FALSE,0.01,FALSE,3,20,,Y,N
A8,138_11.04_reex,C,UNKNOWN,VIC,NFQ-MGB,32.32262802,31.63490295,0.972588778,,,,FALSE,0.01,FALSE,3,20,,Y,N
A8,138_11.04_reex,D,UNKNOWN,FAM,NFQ-MGB,26.8483696,26.03796005,1.146092176,,,,FALSE,0.01,FALSE,3,20,,Y,N
A9,80_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.90695953,26.58100128,1.875188112,,,,FALSE,0.01,FALSE,3,20,,Y,N
A10,80_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.25504303,26.58100128,1.875188112,,,,FALSE,0.01,FALSE,3,20,,Y,N
A11,80_11.24_reex,C,UNKNOWN,VIC,NFQ-MGB,25.18520737,24.93749619,0.350315154,,,,FALSE,0.01,FALSE,3,20,,Y,N
A11,80_11.24_reex,D,UNKNOWN,FAM,NFQ-MGB,33.15079498,34.34338379,1.686577916,,,,FALSE,0.01,FALSE,3,20,,Y,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,121_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.12755585,25.54500771,0.823847473,,,,FALSE,0.01,FALSE,3,20,,Y,N
B2,121_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.96245956,25.54500771,0.823847473,,,,FALSE,0.01,FALSE,3,20,,Y,N
B3,121_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,30.59209442,31.40695572,1.152387857,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B3,121_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B4,121_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,32.22181702,31.40695572,1.152387857,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B4,121_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B5,20_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.84456635,29.76820755,0.107988991,,,,FALSE,0.01,FALSE,3,20,,N,N
B6,20_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.69184685,29.76820755,0.107988991,,,,FALSE,0.01,FALSE,3,20,,N,N
