Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150812_KBayRecov_Mcap_2.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-12 12:55:31 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,72_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,27.32381821,27.36170197,0.053574376,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,72_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,27.39958382,27.36170197,0.053574376,,,,TRUE,0.01,TRUE,3,20,,N,N
A4,72_01.14,C,UNKNOWN,VIC,NFQ-MGB,25.99621391,25.93422699,0.087662749,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,72_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A5,120_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.57101059,24.41745186,0.217164844,,,,TRUE,0.01,TRUE,3,20,,N,N
A6,120_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.26389313,24.41745186,0.217164844,,,,TRUE,0.01,TRUE,3,20,,N,N
A7,120_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,26.83910751,26.98285294,0.203286722,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,120_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,26.48378181,26.50908279,0.035780989,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,120_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.12659836,26.98285294,0.203286722,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,120_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,26.53438377,26.50908279,0.035780989,,,,TRUE,0.01,TRUE,3,20,,N,N
A9,72_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,28.43483353,27.95558548,0.677759111,,,,TRUE,0.01,TRUE,3,20,,Y,N
A10,72_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,27.47633743,27.95558548,0.677759111,,,,TRUE,0.01,TRUE,3,20,,Y,N
A11,72_01.14,C,UNKNOWN,VIC,NFQ-MGB,25.87224007,25.93422699,0.087662749,,,,FALSE,0.01,FALSE,3,20,,N,Y
A11,72_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
A12,,,,,,,,,,,,,,,,,,N,N
B1,119_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.55446815,22.24105644,0.443231106,,,,TRUE,0.01,TRUE,3,20,,N,N
B2,119_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,21.92764473,22.24105644,0.443231106,,,,TRUE,0.01,TRUE,3,20,,N,N
B3,119_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.52369499,26.43413925,0.126650944,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,119_10.24,D,UNKNOWN,FAM,NFQ-MGB,36.36017609,36.63861084,0.393768907,,,,TRUE,0.01,TRUE,3,20,,N,N
B4,119_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.34458351,26.43413925,0.126650944,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,119_10.24,D,UNKNOWN,FAM,NFQ-MGB,36.91704941,36.63861084,0.393768907,,,,TRUE,0.01,TRUE,3,20,,N,N
B5,120_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.75914192,23.71712303,0.059423685,,,,TRUE,0.01,TRUE,3,20,,N,N
B6,120_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.67510414,23.71712303,0.059423685,,,,TRUE,0.01,TRUE,3,20,,N,N
B7,120_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.13591003,27.08964539,0.065429442,,,,FALSE,0.01,FALSE,3,20,,N,N
B7,120_11.24,D,UNKNOWN,FAM,NFQ-MGB,26.69126701,26.71868896,0.038781844,,,,TRUE,0.01,TRUE,3,20,,N,N
B8,120_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.04337883,27.08964539,0.065429442,,,,FALSE,0.01,FALSE,3,20,,N,N
B8,120_11.24,D,UNKNOWN,FAM,NFQ-MGB,26.74611282,26.71868896,0.038781844,,,,TRUE,0.01,TRUE,3,20,,N,N
B9,121_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,33.27732086,32.88281631,0.557913661,,,,TRUE,0.01,TRUE,3,20,,Y,N
B10,121_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,32.48831177,32.88281631,0.557913661,,,,TRUE,0.01,TRUE,3,20,,Y,N
B11,121_01.14,C,UNKNOWN,VIC,NFQ-MGB,27.79321861,27.90467072,0.157617077,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,121_01.14,D,UNKNOWN,FAM,NFQ-MGB,37.15394974,37.15394974,,,,,TRUE,0.01,TRUE,3,20,,N,N
B12,121_01.14,C,UNKNOWN,VIC,NFQ-MGB,28.01612282,27.90467072,0.157617077,,,,FALSE,0.01,FALSE,3,20,,N,Y
B12,121_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.15394974,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C1,119_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.72331238,23.47870255,0.345931888,,,,TRUE,0.01,TRUE,3,20,,N,N
C2,119_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.23409081,23.47870255,0.345931888,,,,TRUE,0.01,TRUE,3,20,,N,N
C3,119_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.25143242,27.36545372,0.161250472,,,,FALSE,0.01,FALSE,3,20,,N,N
C3,119_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,29.21426392,29.10903168,0.148820862,,,,TRUE,0.01,TRUE,3,20,,N,N
C4,119_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.47947502,27.36545372,0.161250472,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,119_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,29.00379944,29.10903168,0.148820862,,,,TRUE,0.01,TRUE,3,20,,N,N
C5,120_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.63625145,23.54244614,0.132662088,,,,TRUE,0.01,TRUE,3,20,,N,N
C6,120_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.44863892,23.54244614,0.132662088,,,,TRUE,0.01,TRUE,3,20,,N,N
C7,120_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,26.88264656,26.85825729,0.034492981,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,120_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,26.17678452,26.17886734,0.002945559,,,,TRUE,0.01,TRUE,3,20,,N,N
C8,120_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,26.83386612,26.85825729,0.034492981,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,120_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,26.18095016,26.17886734,0.002945559,,,,TRUE,0.01,TRUE,3,20,,N,N
C9,122_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.98001289,23.73199081,0.350756198,,,,TRUE,0.01,TRUE,3,20,,N,N
C10,122_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.48396873,23.73199081,0.350756198,,,,TRUE,0.01,TRUE,3,20,,N,N
C11,122_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.36277771,26.37678528,0.019811042,,,,FALSE,0.01,FALSE,3,20,,N,N
C11,122_10.24,D,UNKNOWN,FAM,NFQ-MGB,33.10272217,33.08018875,0.031867065,,,,TRUE,0.01,TRUE,3,20,,N,N
C12,122_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.39079475,26.37678528,0.019811042,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,122_10.24,D,UNKNOWN,FAM,NFQ-MGB,33.05765533,33.08018875,0.031867065,,,,TRUE,0.01,TRUE,3,20,,N,N
D1,119_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,29.3965435,28.92689133,0.664187133,,,,TRUE,0.01,TRUE,3,20,,Y,N
D2,119_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,28.45724106,28.92689133,0.664187133,,,,TRUE,0.01,TRUE,3,20,,Y,N
D3,119_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.3182106,25.3706665,0.0741852,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,119_11.24,D,UNKNOWN,FAM,NFQ-MGB,33.43862534,33.46212006,0.033226553,,,,TRUE,0.01,TRUE,3,20,,N,N
D4,119_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.42312431,25.3706665,0.0741852,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,119_11.24,D,UNKNOWN,FAM,NFQ-MGB,33.48561478,33.46212006,0.033226553,,,,TRUE,0.01,TRUE,3,20,,N,N
D5,120_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,31.78281212,31.8404274,0.081481658,,,,TRUE,0.01,TRUE,3,20,,N,N
D6,120_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,31.89804459,31.8404274,0.081481658,,,,TRUE,0.01,TRUE,3,20,,N,N
D7,120_01.14,C,UNKNOWN,VIC,NFQ-MGB,28.08025742,27.79018402,0.41022709,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,120_01.14,D,UNKNOWN,FAM,NFQ-MGB,28.81921387,28.83517456,0.022573179,,,,TRUE,0.01,TRUE,3,20,,N,N
D8,120_01.14,C,UNKNOWN,VIC,NFQ-MGB,27.50010872,27.79018402,0.41022709,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,120_01.14,D,UNKNOWN,FAM,NFQ-MGB,28.85113716,28.83517456,0.022573179,,,,TRUE,0.01,TRUE,3,20,,N,N
D9,122_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,23.9854393,23.97813225,0.010333733,,,,TRUE,0.01,TRUE,3,20,,N,N
D10,122_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,23.9708252,23.97813225,0.010333733,,,,TRUE,0.01,TRUE,3,20,,N,N
D11,122_11.04,C,UNKNOWN,VIC,NFQ-MGB,24.92798233,25.0185051,0.128019869,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,122_11.04,D,UNKNOWN,FAM,NFQ-MGB,29.79792595,30.00217628,0.288853586,,,,TRUE,0.01,TRUE,3,20,,N,N
D12,122_11.04,C,UNKNOWN,VIC,NFQ-MGB,25.10902977,25.0185051,0.128019869,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,122_11.04,D,UNKNOWN,FAM,NFQ-MGB,30.20642662,30.00217628,0.288853586,,,,TRUE,0.01,TRUE,3,20,,N,N
E1,119_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.03991318,22.87113953,0.238681987,,,,TRUE,0.01,TRUE,3,20,,N,N
E2,119_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.70236588,22.87113953,0.238681987,,,,TRUE,0.01,TRUE,3,20,,N,N
E3,119_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.53422928,25.49139404,0.060576823,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,119_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,27.79570198,28.14799881,0.498224288,,,,TRUE,0.01,TRUE,3,20,,N,N
E4,119_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.44856071,25.49139404,0.060576823,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,119_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,28.50029755,28.14799881,0.498224288,,,,TRUE,0.01,TRUE,3,20,,N,N
E5,121_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.43696404,26.33911896,0.138372481,,,,TRUE,0.01,TRUE,3,20,,N,N
E6,121_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.24127579,26.33911896,0.138372481,,,,TRUE,0.01,TRUE,3,20,,N,N
E7,121_10.24,C,UNKNOWN,VIC,NFQ-MGB,32.01315308,32.39396286,0.538546383,,,,FALSE,0.01,FALSE,3,20,,Y,Y
