Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150812_KBayRecov_Mcap_1.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-12 11:18:19 AM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,66_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.25415039,23.25239372,0.002484304,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,66_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.25063705,23.25239372,0.002484304,,,,TRUE,0.01,TRUE,3,20,,N,N
A4,66_01.14,C,UNKNOWN,VIC,NFQ-MGB,24.47826004,24.58769608,0.154764578,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,66_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A5,110_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,36.18933868,36.38734436,0.280022323,,,,TRUE,0.01,TRUE,3,20,,N,N
A6,110_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,36.58535004,36.38734436,0.280022323,,,,TRUE,0.01,TRUE,3,20,,N,N
A7,110_11.04,C,UNKNOWN,VIC,NFQ-MGB,26.04499245,25.89945984,0.205815539,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,110_11.04,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,110_11.04,C,UNKNOWN,VIC,NFQ-MGB,25.75392532,25.89945984,0.205815539,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,110_11.04,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A9,66_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,24.7217083,24.6866436,0.049588971,,,,TRUE,0.01,TRUE,3,20,,N,N
A10,66_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,24.6515789,24.6866436,0.049588971,,,,TRUE,0.01,TRUE,3,20,,N,N
A11,66_01.14,C,UNKNOWN,VIC,NFQ-MGB,24.6971302,24.58769608,0.154764578,,,,FALSE,0.01,FALSE,3,20,,N,Y
A11,66_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
A12,,,,,,,,,,,,,,,,,,N,N
B1,109_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.218853,23.59703636,0.879381537,,,,TRUE,0.01,TRUE,3,20,,Y,N
B2,109_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.97521973,23.59703636,0.879381537,,,,TRUE,0.01,TRUE,3,20,,Y,N
B3,109_10.24,C,UNKNOWN,VIC,NFQ-MGB,29.53094101,29.32386398,0.292852491,,,,FALSE,0.01,FALSE,3,20,,N,Y
B3,109_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B4,109_10.24,C,UNKNOWN,VIC,NFQ-MGB,29.11678505,29.32386398,0.292852491,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,109_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B5,110_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.54042244,24.11542511,0.601035655,,,,TRUE,0.01,TRUE,3,20,,Y,N
B6,110_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.69042969,24.11542511,0.601035655,,,,TRUE,0.01,TRUE,3,20,,Y,N
