Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150806_KBayRecov_Mcap_2.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-06 18:56:55 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,,,,,,,,,,,,,,,,,,N,N
A3,12_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.15299797,22.14418983,0.012456586,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,19_05.06,C,UNKNOWN,VIC,NFQ-MGB,27.70571899,27.56422806,0.200099751,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,19_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A5,12_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,22.11063576,21.88943481,0.312824011,,,,FALSE,0.01,FALSE,3,20,,N,N
A6,12_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,21.66823578,21.88943481,0.312824011,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,12_11.04,C,UNKNOWN,VIC,NFQ-MGB,31.58600807,31.58598328,3.37175E-05,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,12_11.04,D,UNKNOWN,FAM,NFQ-MGB,23.66353416,23.71694183,0.075529851,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,12_11.04,C,UNKNOWN,VIC,NFQ-MGB,31.58596039,31.58598328,3.37175E-05,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,12_11.04,D,UNKNOWN,FAM,NFQ-MGB,23.7703495,23.71694183,0.075529851,,,,FALSE,0.01,FALSE,3,20,,N,N
A9,19_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.10038567,23.39847374,0.421560198,,,,FALSE,0.01,FALSE,3,20,,N,N
A10,19_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.69656181,23.39847374,0.421560198,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,19_05.06,C,UNKNOWN,VIC,NFQ-MGB,27.42273521,27.56422806,0.200099751,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,19_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,11_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.2747364,22.11741829,0.222481415,,,,FALSE,0.01,FALSE,3,20,,N,N
B2,11_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,21.96010017,22.11741829,0.222481415,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,11_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.68121529,26.54190636,0.197012573,,,,FALSE,0.01,FALSE,3,20,,N,Y
B3,11_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,11_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.40259743,26.54190636,0.197012573,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,11_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B5,12_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,21.31534386,21.55900192,0.344583184,,,,FALSE,0.01,FALSE,3,20,,N,N
B6,12_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,21.80265808,21.55900192,0.344583184,,,,FALSE,0.01,FALSE,3,20,,N,N
