Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Applied Biosystems\StepOne Software v2.3\experiments\20150806_KBayRecov_Mcap_1.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-06 17:16:27 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,,,,,,,,,,,,,,,,,,N,N
A3,,,,,,,,,,,,,,,,,,N,N
A4,,,,,,,,,,,,,,,,,,N,N
A5,2_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.14566803,23.06679916,0.111538768,,,,FALSE,0.01,FALSE,3,15,,N,N
A6,2_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.98792839,23.06679916,0.111538768,,,,FALSE,0.01,FALSE,3,15,,N,N
A7,2_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.37989426,27.56463623,0.261264592,,,,FALSE,0.01,FALSE,3,15,,N,N
A7,2_11.24,D,UNKNOWN,FAM,NFQ-MGB,25.46222496,25.49306488,0.043615583,,,,FALSE,0.01,FALSE,3,15,,N,N
A8,2_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.7493782,27.56463623,0.261264592,,,,FALSE,0.01,FALSE,3,15,,N,N
A8,2_11.24,D,UNKNOWN,FAM,NFQ-MGB,25.52390671,25.49306488,0.043615583,,,,FALSE,0.01,FALSE,3,15,,N,N
A9,,,,,,,,,,,,,,,,,,N,N
A10,,,,,,,,,,,,,,,,,,N,N
A11,,,,,,,,,,,,,,,,,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,1_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.89977074,22.68728638,0.300499618,,,,FALSE,0.01,FALSE,3,15,,N,N
B2,1_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.47480011,22.68728638,0.300499618,,,,FALSE,0.01,FALSE,3,15,,N,N
B3,1_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.46559143,26.67528915,0.296556026,,,,FALSE,0.01,FALSE,3,15,,N,Y
B3,1_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,15,,N,Y
B4,1_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.88498497,26.67528915,0.296556026,,,,FALSE,0.01,FALSE,3,15,,N,Y
B4,1_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,15,,N,Y
B5,2_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.74570084,21.8705368,0.176544726,,,,FALSE,0.01,FALSE,3,15,,N,N
B6,2_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.99537277,21.8705368,0.176544726,,,,FALSE,0.01,FALSE,3,15,,N,N
B7,2_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,36.43086624,36.22782135,0.287146151,,,,FALSE,0.01,FALSE,3,15,,N,N
B7,2_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,23.72801971,23.68592834,0.059524838,,,,FALSE,0.01,FALSE,3,15,,N,N
B8,2_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,36.02478027,36.22782135,0.287146151,,,,FALSE,0.01,FALSE,3,15,,N,N
B8,2_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,23.64383888,23.68592834,0.059524838,,,,FALSE,0.01,FALSE,3,15,,N,N
B9,4_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.05839157,26.11334229,0.077712044,,,,FALSE,0.01,FALSE,3,15,,N,N
