Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150911_KBayRecov_Mcap_copyno_2.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-09-11 18:06:32 PM HST,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
B5,,D,STANDARD,FAM,NFQ-MGB,24.70891571,23.1239872,1.796303988,20000,,,TRUE,0.025789756,TRUE,3,23,,Y,N,N
B6,,D,STANDARD,FAM,NFQ-MGB,24.64642715,23.1239872,1.796303988,20000,,,TRUE,0.025789756,TRUE,3,23,,Y,N,N
B7,,D,STANDARD,FAM,NFQ-MGB,21.46435738,23.1239872,1.796303988,20000,,,TRUE,0.025789756,TRUE,3,19,,Y,N,N
B8,,D,STANDARD,FAM,NFQ-MGB,21.67625427,23.1239872,1.796303988,20000,,,TRUE,0.025789756,TRUE,3,19,,Y,N,N
B9,80-3,C,UNKNOWN,VIC,NFQ-MGB,23.8064003,23.8327713,0.190087065,65759.86719,64941.37891,8390.712891,TRUE,0.022393181,TRUE,3,22,,N,N,N
B9,80-3,D,UNKNOWN,FAM,NFQ-MGB,28.45869446,28.28053093,0.238275155,515.9923706,586.8010864,97.34893036,TRUE,0.025789756,TRUE,3,26,,N,N,N
B10,58-1,C,UNKNOWN,VIC,NFQ-MGB,25.9589901,25.94404793,0.053175166,14876.7041,15037.76074,555.9177246,TRUE,0.022393181,TRUE,3,24,,N,N,N
B10,58-1,D,UNKNOWN,FAM,NFQ-MGB,24.20091438,24.26493835,0.137329936,9042.720703,8685.833008,780.9338989,TRUE,0.025789756,TRUE,3,22,,N,N,N
B11,58-2,C,UNKNOWN,VIC,NFQ-MGB,23.91500092,25.05449677,1.000705361,61009.4375,32915.22266,24425.44727,TRUE,0.022393181,TRUE,3,22,,Y,N,N
B11,58-2,D,UNKNOWN,FAM,NFQ-MGB,22.25287056,23.52088356,1.10618031,33519.96875,17416.28516,13971.27148,TRUE,0.025789756,TRUE,3,20,,Y,N,N
B12,58-3,C,UNKNOWN,VIC,NFQ-MGB,28.55282974,28.41677856,0.192405418,2481.668213,2738.116211,362.6722412,TRUE,0.022393181,TRUE,3,27,,N,N,N
B12,58-3,D,UNKNOWN,FAM,NFQ-MGB,26.5357666,26.53064537,0.007242514,1880.665894,1887.166016,9.192474365,TRUE,0.025789756,TRUE,3,24,,N,N,N
C1,,C,STANDARD,VIC,NFQ-MGB,29.93878174,29.3839035,0.452779889,2000,,,TRUE,0.022393181,TRUE,3,27,,N,N,N
C2,,C,STANDARD,VIC,NFQ-MGB,29.38560104,29.3839035,0.452779889,2000,,,TRUE,0.022393181,TRUE,3,27,,N,N,N
C3,,C,STANDARD,VIC,NFQ-MGB,29.3815155,29.3839035,0.452779889,2000,,,TRUE,0.022393181,TRUE,3,26,,N,N,N
C4,,C,STANDARD,VIC,NFQ-MGB,28.82971001,29.3839035,0.452779889,2000,,,TRUE,0.022393181,TRUE,3,26,,N,N,N
C5,,D,STANDARD,FAM,NFQ-MGB,28.20795631,26.71602821,1.848946452,2000,,,TRUE,0.025789756,TRUE,3,26,,Y,N,N
C6,,D,STANDARD,FAM,NFQ-MGB,28.42290497,26.71602821,1.848946452,2000,,,TRUE,0.025789756,TRUE,3,26,,Y,N,N
C7,,D,STANDARD,FAM,NFQ-MGB,25.13018608,26.71602821,1.848946452,2000,,,TRUE,0.025789756,TRUE,3,23,,Y,N,N
C8,,D,STANDARD,FAM,NFQ-MGB,25.10306931,26.71602821,1.848946452,2000,,,TRUE,0.025789756,TRUE,3,23,,Y,N,N
C9,80-3,C,UNKNOWN,VIC,NFQ-MGB,23.65724564,23.8327713,0.190087065,72892.85938,64941.37891,8390.712891,TRUE,0.022393181,TRUE,3,22,,N,N,N
C9,80-3,D,UNKNOWN,FAM,NFQ-MGB,28.00987625,28.28053093,0.238275155,697.8123779,586.8010864,97.34893036,TRUE,0.025789756,TRUE,3,26,,N,N,N
C10,58-1,C,UNKNOWN,VIC,NFQ-MGB,25.88500023,25.94404793,0.053175166,15656.4248,15037.76074,555.9177246,TRUE,0.022393181,TRUE,3,24,,N,N,N
C10,58-1,D,UNKNOWN,FAM,NFQ-MGB,24.17131233,24.26493835,0.137329936,9224.558594,8685.833008,780.9338989,TRUE,0.025789756,TRUE,3,22,,N,N,N
C11,58-2,C,UNKNOWN,VIC,NFQ-MGB,25.45818901,25.05449677,1.000705361,21021.90039,32915.22266,24425.44727,TRUE,0.022393181,TRUE,3,23,,Y,N,N
C11,58-2,D,UNKNOWN,FAM,NFQ-MGB,24.02170181,23.52088356,1.10618031,10201.06055,17416.28516,13971.27148,TRUE,0.025789756,TRUE,3,22,,Y,N,N
C12,58-3,C,UNKNOWN,VIC,NFQ-MGB,28.28072739,28.41677856,0.192405418,2994.564209,2738.116211,362.6722412,TRUE,0.022393181,TRUE,3,26,,N,N,N
C12,58-3,D,UNKNOWN,FAM,NFQ-MGB,26.52552414,26.53064537,0.007242514,1893.666016,1887.166016,9.192474365,TRUE,0.025789756,TRUE,3,24,,N,N,N
D1,,C,STANDARD,VIC,NFQ-MGB,32.9264679,32.06375885,0.65174228,200,,,TRUE,0.022393181,TRUE,3,31,,Y,N,N
D2,,C,STANDARD,VIC,NFQ-MGB,31.67668724,32.06375885,0.65174228,200,,,TRUE,0.022393181,TRUE,3,30,,Y,N,N
D3,,C,STANDARD,VIC,NFQ-MGB,32.19139099,32.06375885,0.65174228,200,,,TRUE,0.022393181,TRUE,3,30,,Y,N,N
D4,,C,STANDARD,VIC,NFQ-MGB,31.46049881,32.06375885,0.65174228,200,,,TRUE,0.022393181,TRUE,3,30,,Y,N,N
D5,,D,STANDARD,FAM,NFQ-MGB,30.92843056,29.61563873,1.453024149,200,,,TRUE,0.025789756,TRUE,3,29,,Y,N,N
D6,,D,STANDARD,FAM,NFQ-MGB,30.81567383,29.61563873,1.453024149,200,,,TRUE,0.025789756,TRUE,3,29,,Y,N,N
D7,,D,STANDARD,FAM,NFQ-MGB,28.44040871,29.61563873,1.453024149,200,,,TRUE,0.025789756,TRUE,3,26,,Y,N,N
D8,,D,STANDARD,FAM,NFQ-MGB,28.27804184,29.61563873,1.453024149,200,,,TRUE,0.025789756,TRUE,3,26,,Y,N,N
D9,69-1,C,UNKNOWN,VIC,NFQ-MGB,24.02514839,24.22504425,0.211922348,56541.75781,49602.13672,7155.806641,TRUE,0.022393181,TRUE,3,22,,N,Y,Y
D9,69-1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.32417679,,,,,TRUE,0.025789756,TRUE,3,39,,N,Y,Y
D10,69-2,C,UNKNOWN,VIC,NFQ-MGB,23.60897255,23.82375526,0.187754959,75363.25781,65349.33984,8737.359375,TRUE,0.022393181,TRUE,3,22,,N,N,Y
D10,69-2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.51161194,,,,,TRUE,0.025789756,TRUE,3,39,,N,N,Y
D11,69-3,C,UNKNOWN,VIC,NFQ-MGB,22.29812241,22.22656822,0.164425567,186302.2813,196595.8906,22939.17969,TRUE,0.022393181,TRUE,3,21,,Y,N,N
D11,69-3,D,UNKNOWN,FAM,NFQ-MGB,37.03923416,35.42811203,1.845296264,1.608243227,7.880511761,9.171560287,TRUE,0.025789756,TRUE,3,35,,Y,N,N
D12,57-1,C,UNKNOWN,VIC,NFQ-MGB,23.01394272,22.98520851,0.069880232,113652.6016,116020.4297,5664.770996,TRUE,0.022393181,TRUE,3,21,,N,N,N
D12,57-1,D,UNKNOWN,FAM,NFQ-MGB,39.74984741,39.74984741,,0.25978148,0.25978148,,TRUE,0.025789756,TRUE,3,35,,N,N,N
E1,,C,STANDARD,VIC,NFQ-MGB,36.16103745,35.36076355,1.075914383,20,,,TRUE,0.022393181,TRUE,3,34,,Y,N,N
E2,,C,STANDARD,VIC,NFQ-MGB,35.78358078,35.36076355,1.075914383,20,,,TRUE,0.022393181,TRUE,3,34,,Y,N,N
E3,,C,STANDARD,VIC,NFQ-MGB,Undetermined,35.36076355,1.075914383,20,,,TRUE,0.022393181,TRUE,3,39,,N,Y,Y
E4,,C,STANDARD,VIC,NFQ-MGB,34.13766479,35.36076355,1.075914383,20,,,TRUE,0.022393181,TRUE,3,32,,Y,N,N
E5,,D,STANDARD,FAM,NFQ-MGB,34.76964569,33.31886292,1.464574099,20,,,TRUE,0.025789756,TRUE,3,33,,Y,N,N
E6,,D,STANDARD,FAM,NFQ-MGB,34.2153511,33.31886292,1.464574099,20,,,TRUE,0.025789756,TRUE,3,32,,Y,N,N
E7,,D,STANDARD,FAM,NFQ-MGB,31.52409172,33.31886292,1.464574099,20,,,TRUE,0.025789756,TRUE,3,30,,Y,N,N
E8,,D,STANDARD,FAM,NFQ-MGB,32.76635361,33.31886292,1.464574099,20,,,TRUE,0.025789756,TRUE,3,31,,Y,N,N
E9,69-1,C,UNKNOWN,VIC,NFQ-MGB,24.20275688,24.22504425,0.211922348,50016.50781,49602.13672,7155.806641,TRUE,0.022393181,TRUE,3,22,,N,N,N
E9,69-1,D,UNKNOWN,FAM,NFQ-MGB,39.32417679,39.32417679,,0.345893502,0.345893502,,TRUE,0.025789756,TRUE,3,35,,N,N,N
E10,69-2,C,UNKNOWN,VIC,NFQ-MGB,23.90560341,23.82375526,0.187754959,61406.57422,65349.33984,8737.359375,TRUE,0.022393181,TRUE,3,22,,N,Y,Y
E10,69-2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.51161194,,,,,TRUE,0.025789756,TRUE,3,39,,N,Y,Y
E11,69-3,C,UNKNOWN,VIC,NFQ-MGB,22.34309387,22.22656822,0.164425567,180606.5469,196595.8906,22939.17969,TRUE,0.022393181,TRUE,3,21,,Y,N,N
E11,69-3,D,UNKNOWN,FAM,NFQ-MGB,35.83016205,35.42811203,1.845296264,3.626685143,7.880511761,9.171560287,TRUE,0.025789756,TRUE,3,34,,Y,N,N
E12,57-1,C,UNKNOWN,VIC,NFQ-MGB,23.03614426,22.98520851,0.069880232,111923.75,116020.4297,5664.770996,TRUE,0.022393181,TRUE,3,21,,N,N,Y
E12,57-1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.74984741,,,,,TRUE,0.025789756,TRUE,3,39,,N,N,Y
F1,52-1,C,UNKNOWN,VIC,NFQ-MGB,23.41283989,23.41449356,0.002337296,86291.90625,86193.54688,139.0956421,TRUE,0.022393181,TRUE,3,22,,N,N,N
F1,52-1,D,UNKNOWN,FAM,NFQ-MGB,24.45057106,24.44715881,0.004826994,7644.988281,7662.578613,24.87648582,TRUE,0.025789756,TRUE,3,22,,N,N,N
F2,52-2,C,UNKNOWN,VIC,NFQ-MGB,23.33472824,23.5458622,0.307454079,91073.46094,79860.77344,15868.3584,TRUE,0.022393181,TRUE,3,21,,N,N,N
F2,52-2,D,UNKNOWN,FAM,NFQ-MGB,24.43523788,24.6391964,0.277759731,7724.235352,6810.21875,1205.846924,TRUE,0.025789756,TRUE,3,22,,N,N,N
F3,52-3,C,UNKNOWN,VIC,NFQ-MGB,23.68647003,23.79102135,0.188715801,71436.80469,66829.13281,8358.526367,TRUE,0.022393181,TRUE,3,22,,N,N,N
F3,52-3,D,UNKNOWN,FAM,NFQ-MGB,24.65826035,24.70378113,0.068299599,6648.333984,6452.378906,292.5133362,TRUE,0.025789756,TRUE,3,23,,N,N,N
F4,72-1,C,UNKNOWN,VIC,NFQ-MGB,23.97172165,24.1570282,0.235575199,58666.38281,52065.99609,8128.615234,TRUE,0.022393181,TRUE,3,22,,N,N,N
F4,72-1,D,UNKNOWN,FAM,NFQ-MGB,28.6352005,28.76242065,0.193641901,458.234314,422.9801331,52.93920898,TRUE,0.025789756,TRUE,3,26,,N,N,N
F5,72-2,C,UNKNOWN,VIC,NFQ-MGB,24.60651016,24.58156395,0.173447192,37848.43359,38691.86328,4683.058594,TRUE,0.022393181,TRUE,3,23,,N,N,N
F5,72-2,D,UNKNOWN,FAM,NFQ-MGB,29.15041924,28.97517204,0.253547996,324.0389709,368.2255554,65.36203003,TRUE,0.025789756,TRUE,3,27,,N,N,N
F6,72-3,C,UNKNOWN,VIC,NFQ-MGB,23.30140877,23.47601128,0.15825361,93192.86719,82942.47656,9224.417969,TRUE,0.022393181,TRUE,3,21,,N,N,N
F6,72-3,D,UNKNOWN,FAM,NFQ-MGB,27.81177139,27.76185036,0.059232384,797.2658691,824.9275513,33.09517288,TRUE,0.025789756,TRUE,3,26,,N,N,N
F7,80-1,C,UNKNOWN,VIC,NFQ-MGB,23.98126793,24.24382782,0.332936674,58280.98047,49448.80859,10706.20801,TRUE,0.022393181,TRUE,3,22,,N,N,N
F7,80-1,D,UNKNOWN,FAM,NFQ-MGB,28.36540985,28.77518272,0.405085951,549.40271,427.4778748,115.9377213,TRUE,0.025789756,TRUE,3,26,,N,N,N
F8,80-2,C,UNKNOWN,VIC,NFQ-MGB,24.25170135,24.43784523,0.266182691,48354.55469,42987.09766,7473.836426,TRUE,0.022393181,TRUE,3,22,,N,N,N
F8,80-2,D,UNKNOWN,FAM,NFQ-MGB,28.98831367,29.25005341,0.235965148,361.365509,305.6378479,49.78982162,TRUE,0.025789756,TRUE,3,27,,N,N,N
F9,69-1,C,UNKNOWN,VIC,NFQ-MGB,24.44723129,24.22504425,0.211922348,42248.15234,49602.13672,7155.806641,TRUE,0.022393181,TRUE,3,23,,N,Y,Y
F9,69-1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.32417679,,,,,TRUE,0.025789756,TRUE,3,39,,N,Y,Y
F10,69-2,C,UNKNOWN,VIC,NFQ-MGB,23.95669556,23.82375526,0.187754959,59278.18359,65349.33984,8737.359375,TRUE,0.022393181,TRUE,3,22,,N,N,N
F10,69-2,D,UNKNOWN,FAM,NFQ-MGB,39.51161194,39.51161194,,0.304925978,0.304925978,,TRUE,0.025789756,TRUE,3,35,,N,N,N
F11,69-3,C,UNKNOWN,VIC,NFQ-MGB,22.0384903,22.22656822,0.164425567,222878.8594,196595.8906,22939.17969,TRUE,0.022393181,TRUE,3,20,,Y,N,N
F11,69-3,D,UNKNOWN,FAM,NFQ-MGB,33.41493607,35.42811203,1.845296264,18.40660477,7.880511761,9.171560287,TRUE,0.025789756,TRUE,3,31,,Y,N,N
F12,57-1,C,UNKNOWN,VIC,NFQ-MGB,22.90554428,22.98520851,0.069880232,122484.9375,116020.4297,5664.770996,TRUE,0.022393181,TRUE,3,21,,N,N,Y
F12,57-1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.74984741,,,,,TRUE,0.025789756,TRUE,3,39,,N,N,Y
G1,52-1,C,UNKNOWN,VIC,NFQ-MGB,23.41614532,23.41449356,0.002337296,86095.19531,86193.54688,139.0956421,TRUE,0.022393181,TRUE,3,22,,N,N,N
G1,52-1,D,UNKNOWN,FAM,NFQ-MGB,24.44374466,24.44715881,0.004826994,7680.168945,7662.578613,24.87648582,TRUE,0.025789756,TRUE,3,22,,N,N,N
G2,52-2,C,UNKNOWN,VIC,NFQ-MGB,23.40425682,23.5458622,0.307454079,86804.78906,79860.77344,15868.3584,TRUE,0.022393181,TRUE,3,22,,N,N,N
G2,52-2,D,UNKNOWN,FAM,NFQ-MGB,24.52680779,24.6391964,0.277759731,7262.879395,6810.21875,1205.846924,TRUE,0.025789756,TRUE,3,22,,N,N,N
G3,52-3,C,UNKNOWN,VIC,NFQ-MGB,23.67771721,23.79102135,0.188715801,71869.82031,66829.13281,8358.526367,TRUE,0.022393181,TRUE,3,22,,N,N,N
G3,52-3,D,UNKNOWN,FAM,NFQ-MGB,24.67076492,24.70378113,0.068299599,6592.655273,6452.378906,292.5133362,TRUE,0.025789756,TRUE,3,23,,N,N,N
G4,72-1,C,UNKNOWN,VIC,NFQ-MGB,24.07721901,24.1570282,0.235575199,54545.12109,52065.99609,8128.615234,TRUE,0.022393181,TRUE,3,22,,N,N,N
G4,72-1,D,UNKNOWN,FAM,NFQ-MGB,28.66679001,28.76242065,0.193641901,448.6013794,422.9801331,52.93920898,TRUE,0.025789756,TRUE,3,26,,N,N,N
G5,72-2,C,UNKNOWN,VIC,NFQ-MGB,24.39699173,24.58156395,0.173447192,43739.32031,38691.86328,4683.058594,TRUE,0.022393181,TRUE,3,22,,N,N,N
G5,72-2,D,UNKNOWN,FAM,NFQ-MGB,28.68443871,28.97517204,0.253547996,443.3080444,368.2255554,65.36203003,TRUE,0.025789756,TRUE,3,26,,N,N,N
G6,72-3,C,UNKNOWN,VIC,NFQ-MGB,23.51662827,23.47601128,0.15825361,80324.69531,82942.47656,9224.417969,TRUE,0.022393181,TRUE,3,21,,N,N,N
G6,72-3,D,UNKNOWN,FAM,NFQ-MGB,27.69639969,27.76185036,0.059232384,861.5928955,824.9275513,33.09517288,TRUE,0.025789756,TRUE,3,26,,N,N,N
G7,80-1,C,UNKNOWN,VIC,NFQ-MGB,24.13191032,24.24382782,0.332936674,52523.87109,49448.80859,10706.20801,TRUE,0.022393181,TRUE,3,22,,N,N,N
G7,80-1,D,UNKNOWN,FAM,NFQ-MGB,28.78472519,28.77518272,0.405085951,414.3934631,427.4778748,115.9377213,TRUE,0.025789756,TRUE,3,27,,N,N,N
G8,80-2,C,UNKNOWN,VIC,NFQ-MGB,24.31910515,24.43784523,0.266182691,46155.80469,42987.09766,7473.836426,TRUE,0.022393181,TRUE,3,22,,N,N,N
G8,80-2,D,UNKNOWN,FAM,NFQ-MGB,29.3153553,29.25005341,0.235965148,290.0153809,305.6378479,49.78982162,TRUE,0.025789756,TRUE,3,27,,N,N,N
G9,57-2,C,UNKNOWN,VIC,NFQ-MGB,22.02303505,22.03028107,0.03406385,225269.8906,224186.7344,5253.302734,TRUE,0.022393181,TRUE,3,20,,N,N,N
G9,57-2,D,UNKNOWN,FAM,NFQ-MGB,35.58973312,35.56784821,0.030949948,4.263210773,4.326893806,0.090061069,TRUE,0.025789756,TRUE,3,34,,N,N,N
G10,57-2,C,UNKNOWN,VIC,NFQ-MGB,22.00042534,22.03028107,0.03406385,228814.0313,224186.7344,5253.302734,TRUE,0.022393181,TRUE,3,20,,N,N,N
G10,57-2,D,UNKNOWN,FAM,NFQ-MGB,35.54596329,35.56784821,0.030949948,4.390576363,4.326893806,0.090061069,TRUE,0.025789756,TRUE,3,34,,N,N,N
G11,57-2,C,UNKNOWN,VIC,NFQ-MGB,22.06738663,22.03028107,0.03406385,218476.2813,224186.7344,5253.302734,TRUE,0.022393181,TRUE,3,20,,N,Y,Y
G11,57-2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.56784821,0.030949948,,,,TRUE,0.025789756,TRUE,3,39,,N,Y,Y
G12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,TRUE,0.022393181,TRUE,3,39,,N,N,N
G12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.025789756,TRUE,3,39,,N,N,N
H1,52-1,C,UNKNOWN,VIC,NFQ-MGB,,,,,,,TRUE,0.022393181,TRUE,3,23,,N,N,N
H1,52-1,D,UNKNOWN,FAM,NFQ-MGB,,,,,,,TRUE,0.025789756,TRUE,3,23,,N,N,N
H2,52-2,C,UNKNOWN,VIC,NFQ-MGB,23.89860344,23.5458622,0.307454079,61704.07031,79860.77344,15868.3584,TRUE,0.022393181,TRUE,3,22,,N,N,N
H2,52-2,D,UNKNOWN,FAM,NFQ-MGB,24.95553589,24.6391964,0.277759731,5443.541992,6810.21875,1205.846924,TRUE,0.025789756,TRUE,3,23,,N,N,N
H3,52-3,C,UNKNOWN,VIC,NFQ-MGB,24.00887108,23.79102135,0.188715801,57180.77734,66829.13281,8358.526367,TRUE,0.022393181,TRUE,3,22,,N,N,N
H3,52-3,D,UNKNOWN,FAM,NFQ-MGB,24.7823143,24.70378113,0.068299599,6116.146484,6452.378906,292.5133362,TRUE,0.025789756,TRUE,3,22,,N,N,N
H4,72-1,C,UNKNOWN,VIC,NFQ-MGB,24.42213821,24.1570282,0.235575199,42986.48047,52065.99609,8128.615234,TRUE,0.022393181,TRUE,3,23,,N,N,N
H4,72-1,D,UNKNOWN,FAM,NFQ-MGB,28.98527527,28.76242065,0.193641901,362.1047363,422.9801331,52.93920898,TRUE,0.025789756,TRUE,3,27,,N,N,N
H5,72-2,C,UNKNOWN,VIC,NFQ-MGB,24.74118423,24.58156395,0.173447192,34487.83203,38691.86328,4683.058594,TRUE,0.022393181,TRUE,3,23,,N,N,N
H5,72-2,D,UNKNOWN,FAM,NFQ-MGB,29.09065247,28.97517204,0.253547996,337.3296814,368.2255554,65.36203003,TRUE,0.025789756,TRUE,3,27,,N,N,N
H6,72-3,C,UNKNOWN,VIC,NFQ-MGB,23.6099987,23.47601128,0.15825361,75309.88281,82942.47656,9224.417969,TRUE,0.022393181,TRUE,3,22,,N,N,N
H6,72-3,D,UNKNOWN,FAM,NFQ-MGB,27.77737617,27.76185036,0.059232384,815.9239502,824.9275513,33.09517288,TRUE,0.025789756,TRUE,3,25,,N,N,N
H7,80-1,C,UNKNOWN,VIC,NFQ-MGB,24.61830139,24.24382782,0.332936674,37541.5625,49448.80859,10706.20801,TRUE,0.022393181,TRUE,3,23,,N,N,N
H7,80-1,D,UNKNOWN,FAM,NFQ-MGB,29.17541313,28.77518272,0.405085951,318.6374207,427.4778748,115.9377213,TRUE,0.025789756,TRUE,3,27,,N,N,N
H8,80-2,C,UNKNOWN,VIC,NFQ-MGB,24.74273491,24.43784523,0.266182691,34450.92969,42987.09766,7473.836426,TRUE,0.022393181,TRUE,3,23,,N,N,N
H8,80-2,D,UNKNOWN,FAM,NFQ-MGB,29.44648933,29.25005341,0.235965148,265.5327454,305.6378479,49.78982162,TRUE,0.025789756,TRUE,3,27,,N,N,N
H9,57-3,C,UNKNOWN,VIC,NFQ-MGB,22.55376816,22.64412689,0.084022976,156157.4688,146878.4688,8579.200195,TRUE,0.022393181,TRUE,3,21,,Y,N,N
H9,57-3,D,UNKNOWN,FAM,NFQ-MGB,37.86070633,37.1410675,0.62335819,0.925566792,1.583879828,0.570355833,TRUE,0.025789756,TRUE,3,35,,Y,N,N
H10,57-3,C,UNKNOWN,VIC,NFQ-MGB,22.71990585,22.64412689,0.084022976,139234.3438,146878.4688,8579.200195,TRUE,0.022393181,TRUE,3,21,,Y,N,N
H10,57-3,D,UNKNOWN,FAM,NFQ-MGB,36.79410934,37.1410675,0.62335819,1.896488905,1.583879828,0.570355833,TRUE,0.025789756,TRUE,3,35,,Y,N,N
H11,57-3,C,UNKNOWN,VIC,NFQ-MGB,22.65870667,22.64412689,0.084022976,145243.5781,146878.4688,8579.200195,TRUE,0.022393181,TRUE,3,21,,Y,N,N
H11,57-3,D,UNKNOWN,FAM,NFQ-MGB,36.76838684,37.1410675,0.62335819,1.929583549,1.583879828,0.570355833,TRUE,0.025789756,TRUE,3,35,,Y,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,TRUE,0.022393181,TRUE,3,39,,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.025789756,TRUE,3,39,,N,N,N
