Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\201509010_KBayRecov_Mcap_IntraColVar.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-09-10 10:56:27 AM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,,,,,,,,,,,,,,,,,,N,N
A3,,,,,,,,,,,,,,,,,,N,N
A4,,,,,,,,,,,,,,,,,,N,N
A5,717,Mcap,UNKNOWN,FAM,NFQ-MGB,20.75367928,20.80071831,0.066523239,,,,FALSE,0.01,FALSE,3,20,,N,N
A6,717,Mcap,UNKNOWN,FAM,NFQ-MGB,20.84775734,20.80071831,0.066523239,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,717,C,UNKNOWN,VIC,NFQ-MGB,24.4086628,24.53344154,0.176463798,,,,FALSE,0.01,FALSE,3,20,,N,Y
A7,717,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
A8,717,C,UNKNOWN,VIC,NFQ-MGB,24.65822029,24.53344154,0.176463798,,,,FALSE,0.01,FALSE,3,20,,N,Y
A8,717,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
A9,,,,,,,,,,,,,,,,,,N,N
A10,,,,,,,,,,,,,,,,,,N,N
A11,,,,,,,,,,,,,,,,,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,736,Mcap,UNKNOWN,FAM,NFQ-MGB,21.96604919,21.64390182,0.455583841,,,,FALSE,0.01,FALSE,3,20,,N,N
B2,736,Mcap,UNKNOWN,FAM,NFQ-MGB,21.32175636,21.64390182,0.455583841,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,736,C,UNKNOWN,VIC,NFQ-MGB,25.84944153,25.92293549,0.103937499,,,,FALSE,0.01,FALSE,3,20,,N,Y
B3,736,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,736,C,UNKNOWN,VIC,NFQ-MGB,25.99643135,25.92293549,0.103937499,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,736,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B5,719,Mcap,UNKNOWN,FAM,NFQ-MGB,20.30045128,20.29346085,0.009885965,,,,FALSE,0.01,FALSE,3,20,,N,N
B6,719,Mcap,UNKNOWN,FAM,NFQ-MGB,20.28647041,20.29346085,0.009885965,,,,FALSE,0.01,FALSE,3,20,,N,N
B7,719,C,UNKNOWN,VIC,NFQ-MGB,23.6226387,23.5850544,0.053152233,,,,FALSE,0.01,FALSE,3,20,,N,Y
B7,719,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,719,C,UNKNOWN,VIC,NFQ-MGB,23.54747009,23.5850544,0.053152233,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,719,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B9,714,Mcap,UNKNOWN,FAM,NFQ-MGB,19.60978317,19.68025208,0.099659428,,,,FALSE,0.01,FALSE,3,20,,N,N
B10,714,Mcap,UNKNOWN,FAM,NFQ-MGB,19.75072289,19.68025208,0.099659428,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,714,C,UNKNOWN,VIC,NFQ-MGB,24.09216499,24.1077652,0.022063369,,,,FALSE,0.01,FALSE,3,20,,N,N
