date,time,raw,PAR_µmol_m2_s
2015-04-16, 13:30:00,10537,679.6287765
2015-04-16, 13:45:00,10621,684.306802
2015-04-16, 14:00:00,9880,642.8610075
2015-04-16, 14:15:00,3536,264.6100278
2015-04-16, 14:30:00,10156,658.3461406
2015-04-16, 14:45:00,8918,588.4134967
2015-04-16, 15:00:00,6954,474.6277273
2015-04-16, 15:15:00,5459,385.0690046
2015-04-16, 15:30:00,6919,472.5633031
2015-04-16, 15:45:00,3431,257.8080764
2015-04-16, 16:00:00,5737,401.9521926
2015-04-16, 16:15:00,2488,195.3087498
2015-04-16, 16:30:00,2904,223.218062
2015-04-16, 16:45:00,2110,169.3924983
2015-04-16, 17:00:00,1971,159.7078764
2015-04-16, 17:15:00,1401,118.9198808
2015-04-16, 17:30:00,1107,97.02545541
2015-04-16, 17:45:00,608,57.81770678
2015-04-16, 18:00:00,478,46.96824362
2015-04-16, 18:15:00,312,32.48977576
2015-04-16, 18:30:00,184,20.5884038
2015-04-16, 18:45:00,83,10.34994696
2015-04-16, 19:00:00,30,4.296666167
2015-04-16, 19:15:00,2,0.41410109
2015-04-16, 19:30:00,0,0
2015-04-16, 19:45:00,0,0
2015-04-16, 20:00:00,0,0
2015-04-16, 20:15:00,0,0
2015-04-16, 20:30:00,0,0
2015-04-16, 20:45:00,0,0
2015-04-16, 21:00:00,0,0
2015-04-16, 21:15:00,0,0
2015-04-16, 21:30:00,0,0
2015-04-16, 21:45:00,0,0
2015-04-16, 22:00:00,0,0
2015-04-16, 22:15:00,0,0
2015-04-16, 22:30:00,0,0
2015-04-16, 22:45:00,0,0
2015-04-16, 23:00:00,0,0
2015-04-16, 23:15:00,0,0
2015-04-16, 23:30:00,0,0
2015-04-16, 23:45:00,0,0
2015-04-16, 24:00:00,0,0
2015-04-17, 00:15:00,0,0
2015-04-17, 00:30:00,0,0
2015-04-17, 00:45:00,0,0
2015-04-17, 01:00:00,0,0
2015-04-17, 01:15:00,0,0
2015-04-17, 01:30:00,0,0
2015-04-17, 01:45:00,0,0
2015-04-17, 02:00:00,0,0
2015-04-17, 02:15:00,0,0
2015-04-17, 02:30:00,0,0
2015-04-17, 02:45:00,0,0
2015-04-17, 03:00:00,0,0
2015-04-17, 03:15:00,0,0
2015-04-17, 03:30:00,0,0
2015-04-17, 03:45:00,0,0
2015-04-17, 04:00:00,0,0
2015-04-17, 04:15:00,0,0
2015-04-17, 04:30:00,0,0
2015-04-17, 04:45:00,0,0
2015-04-17, 05:00:00,0,0
2015-04-17, 05:15:00,0,0
2015-04-17, 05:30:00,0,0
2015-04-17, 05:45:00,0,0
2015-04-17, 06:00:00,1,0.227534135
2015-04-17, 06:15:00,24,3.543325518
2015-04-17, 06:30:00,121,14.33391556
2015-04-17, 06:45:00,299,31.31690968
2015-04-17, 07:00:00,627,59.37532348
2015-04-17, 07:15:00,737,68.27343015
2015-04-17, 07:30:00,998,88.71466865
2015-04-17, 07:45:00,813,74.31453805
2015-04-17, 08:00:00,1075,94.59764666
2015-04-17, 08:15:00,1444,122.0665467
2015-04-17, 08:30:00,1503,126.3634351
2015-04-17, 08:45:00,1602,133.522515
2015-04-17, 09:00:00,1682,139.2636053
2015-04-17, 09:15:00,2265,180.0901599
2015-04-17, 09:30:00,2347,185.7089431
2015-04-17, 09:45:00,2924,224.5455272
2015-04-17, 10:00:00,4774,342.9517934
2015-04-17, 10:15:00,5998,417.7017956
2015-04-17, 10:30:00,7542,509.1047766
2015-04-17, 10:45:00,3442,258.5219763
2015-04-17, 11:00:00,10061,653.0226557
2015-04-17, 11:15:00,7450,503.735275
2015-04-17, 11:30:00,11302,722.0502562
2015-04-17, 11:45:00,12065,763.9730125
2015-04-17, 12:00:00,10439,674.1646583
2015-04-17, 12:15:00,11546,735.4974629
2015-04-17, 12:30:00,11220,717.5222771
2015-04-17, 12:45:00,11302,722.0502562
2015-04-17, 13:00:00,11160,714.206269
2015-04-17, 13:15:00,11225,717.798502
2015-04-17, 13:30:00,11290,721.3879051
2015-04-17, 13:45:00,10811,694.8695535
2015-04-17, 14:00:00,9069,597.0107173
2015-04-17, 14:15:00,9820,639.4869326
2015-04-17, 14:30:00,9335,612.1083772
2015-04-17, 14:45:00,8559,567.8933886
2015-04-17, 15:00:00,8105,541.7741675
2015-04-17, 15:15:00,7318,496.0153984
2015-04-17, 15:30:00,7021,478.5756887
2015-04-17, 15:45:00,5775,404.251205
2015-04-17, 16:00:00,5146,365.9192901
2015-04-17, 16:15:00,5244,371.9316631
2015-04-17, 16:30:00,4424,321.1191761
2015-04-17, 16:45:00,3996,294.0971473
2015-04-17, 17:00:00,3132,238.2796607
2015-04-17, 17:15:00,1357,115.6863957
2015-04-17, 17:30:00,744,68.83327278
2015-04-17, 17:45:00,500,48.83000255
2015-04-17, 18:00:00,404,40.6162124
2015-04-17, 18:15:00,360,36.76514563
2015-04-17, 18:30:00,203,22.41260759
2015-04-17, 18:45:00,112,13.40806201
2015-04-17, 19:00:00,35,4.908705121
2015-04-17, 19:15:00,2,0.41410109
2015-04-17, 19:30:00,0,0
2015-04-17, 19:45:00,0,0
2015-04-17, 20:00:00,0,0
2015-04-17, 20:15:00,0,0
2015-04-17, 20:30:00,0,0
2015-04-17, 20:45:00,0,0
2015-04-17, 21:00:00,0,0
2015-04-17, 21:15:00,0,0
2015-04-17, 21:30:00,0,0
2015-04-17, 21:45:00,0,0
2015-04-17, 22:00:00,0,0
2015-04-17, 22:15:00,0,0
2015-04-17, 22:30:00,0,0
2015-04-17, 22:45:00,0,0
2015-04-17, 23:00:00,0,0
2015-04-17, 23:15:00,0,0
2015-04-17, 23:30:00,0,0
2015-04-17, 23:45:00,0,0
2015-04-17, 24:00:00,0,0
2015-04-18, 00:15:00,0,0
2015-04-18, 00:30:00,0,0
2015-04-18, 00:45:00,0,0
2015-04-18, 01:00:00,0,0
2015-04-18, 01:15:00,0,0
2015-04-18, 01:30:00,0,0
2015-04-18, 01:45:00,0,0
2015-04-18, 02:00:00,0,0
2015-04-18, 02:15:00,0,0
2015-04-18, 02:30:00,0,0
2015-04-18, 02:45:00,0,0
2015-04-18, 03:00:00,0,0
2015-04-18, 03:15:00,0,0
2015-04-18, 03:30:00,0,0
2015-04-18, 03:45:00,0,0
2015-04-18, 04:00:00,0,0
2015-04-18, 04:15:00,0,0
2015-04-18, 04:30:00,0,0
2015-04-18, 04:45:00,0,0
2015-04-18, 05:00:00,0,0
2015-04-18, 05:15:00,0,0
2015-04-18, 05:30:00,0,0
2015-04-18, 05:45:00,0,0
2015-04-18, 06:00:00,1,0.227534135
2015-04-18, 06:15:00,26,3.797012575
2015-04-18, 06:30:00,143,16.55927669
2015-04-18, 06:45:00,283,29.86378579
2015-04-18, 07:00:00,714,66.42880583
2015-04-18, 07:15:00,547,52.7708162
2015-04-18, 07:30:00,886,80.04506332
2015-04-18, 07:45:00,1090,95.7368892
2015-04-18, 08:00:00,1398,118.6998597
2015-04-18, 08:15:00,1648,136.8282875
2015-04-18, 08:30:00,1448,122.3586061
2015-04-18, 08:45:00,2144,171.7479842
2015-04-18, 09:00:00,2305,182.8344276
2015-04-18, 09:15:00,2996,229.3142424
2015-04-18, 09:30:00,3093,235.7142145
2015-04-18, 09:45:00,2861,220.3597838
2015-04-18, 10:00:00,4398,319.488146
2015-04-18, 10:15:00,5036,359.152104
2015-04-18, 10:30:00,7335,497.0106813
2015-04-18, 10:45:00,8737,578.0820469
2015-04-18, 11:00:00,7704,518.5381924
2015-04-18, 11:15:00,8526,566.0013269
2015-04-18, 11:30:00,8995,592.7999645
2015-04-18, 11:45:00,6699,459.5540311
2015-04-18, 12:00:00,6824,466.9526753
2015-04-18, 12:15:00,6755,462.8709264
2015-04-18, 12:30:00,6116,424.7914954
2015-04-18, 12:45:00,5768,403.8278578
2015-04-18, 13:00:00,6475,446.2483259
2015-04-18, 13:15:00,8623,571.5600163
2015-04-18, 13:30:00,8213,548.0052068
2015-04-18, 13:45:00,8135,543.506139
2015-04-18, 14:00:00,8407,559.1701262
2015-04-18, 14:15:00,7735,520.3402592
2015-04-18, 14:30:00,7757,521.6185489
2015-04-18, 14:45:00,6896,471.2059079
2015-04-18, 15:00:00,6704,459.8503355
2015-04-18, 15:15:00,5724,401.1652131
2015-04-18, 15:30:00,4424,321.1191761
2015-04-18, 15:45:00,4301,313.3914917
2015-04-18, 16:00:00,3490,261.6335575
2015-04-18, 16:15:00,3917,289.0674229
2015-04-18, 16:30:00,2553,199.7090561
2015-04-18, 16:45:00,1658,137.5452612
2015-04-18, 17:00:00,1860,151.9073518
2015-04-18, 17:15:00,1415,119.9458009
2015-04-18, 17:30:00,1516,127.3070927
2015-04-18, 17:45:00,715,66.50917331
2015-04-18, 18:00:00,496,48.49234435
2015-04-18, 18:15:00,273,28.94992687
2015-04-18, 18:30:00,195,21.64748568
2015-04-18, 18:45:00,110,13.20096565
2015-04-18, 19:00:00,32,4.543030228
2015-04-18, 19:15:00,2,0.41410109
2015-04-18, 19:30:00,0,0
2015-04-18, 19:45:00,0,0
2015-04-18, 20:00:00,0,0
2015-04-18, 20:15:00,0,0
2015-04-18, 20:30:00,0,0
2015-04-18, 20:45:00,0,0
2015-04-18, 21:00:00,0,0
2015-04-18, 21:15:00,0,0
2015-04-18, 21:30:00,0,0
2015-04-18, 21:45:00,0,0
2015-04-18, 22:00:00,0,0
2015-04-18, 22:15:00,0,0
2015-04-18, 22:30:00,0,0
2015-04-18, 22:45:00,0,0
2015-04-18, 23:00:00,0,0
2015-04-18, 23:15:00,0,0
2015-04-18, 23:30:00,0,0
2015-04-18, 23:45:00,0,0
2015-04-18, 24:00:00,0,0
2015-04-19, 00:15:00,0,0
2015-04-19, 00:30:00,0,0
2015-04-19, 00:45:00,0,0
2015-04-19, 01:00:00,0,0
2015-04-19, 01:15:00,0,0
2015-04-19, 01:30:00,0,0
2015-04-19, 01:45:00,0,0
2015-04-19, 02:00:00,0,0
2015-04-19, 02:15:00,0,0
2015-04-19, 02:30:00,0,0
2015-04-19, 02:45:00,0,0
2015-04-19, 03:00:00,0,0
2015-04-19, 03:15:00,0,0
2015-04-19, 03:30:00,0,0
2015-04-19, 03:45:00,0,0
2015-04-19, 04:00:00,0,0
2015-04-19, 04:15:00,0,0
2015-04-19, 04:30:00,0,0
2015-04-19, 04:45:00,0,0
2015-04-19, 05:00:00,0,0
2015-04-19, 05:15:00,0,0
2015-04-19, 05:30:00,0,0
2015-04-19, 05:45:00,0,0
2015-04-19, 06:00:00,0,0
2015-04-19, 06:15:00,7,1.222156317
2015-04-19, 06:30:00,70,8.933605221
2015-04-19, 06:45:00,168,19.03229886
2015-04-19, 07:00:00,246,26.4591202
2015-04-19, 07:15:00,363,37.02967442
2015-04-19, 07:30:00,644,60.76353911
2015-04-19, 07:45:00,748,69.15286069
2015-04-19, 08:00:00,1182,102.6788032
2015-04-19, 08:15:00,1187,103.0539247
2015-04-19, 08:30:00,1545,129.4082241
2015-04-19, 08:45:00,1641,136.3260538
2015-04-19, 09:00:00,1991,161.1069299
2015-04-19, 09:15:00,1950,158.2367888
2015-04-19, 09:30:00,2260,179.7466648
2015-04-19, 09:45:00,1895,154.3736456
2015-04-19, 10:00:00,2790,215.6274423
2015-04-19, 10:15:00,3444,258.6517429
2015-04-19, 10:30:00,3588,267.968397
2015-04-19, 10:45:00,3299,249.2166435
2015-04-19, 11:00:00,4008,294.8599661
2015-04-19, 11:15:00,3431,257.8080764
2015-04-19, 11:30:00,4695,338.0434708
2015-04-19, 11:45:00,4231,308.9802283
2015-04-19, 12:00:00,6276,434.3750257
2015-04-19, 12:15:00,5493,387.1400241
2015-04-19, 12:30:00,4740,340.8407165
2015-04-19, 12:45:00,6064,421.6695366
2015-04-19, 13:00:00,5722,401.0441178
2015-04-19, 13:15:00,5999,417.7619571
2015-04-19, 13:30:00,5928,413.4870856
2015-04-19, 13:45:00,4763,342.2690225
2015-04-19, 14:00:00,5352,378.5398652
2015-04-19, 14:15:00,5184,368.2524522
2015-04-19, 14:30:00,5117,364.1371417
2015-04-19, 14:45:00,4923,352.1793725
2015-04-19, 15:00:00,4704,338.6032108
2015-04-19, 15:15:00,3921,289.3224221
2015-04-19, 15:30:00,4264,311.0610516
2015-04-19, 15:45:00,3518,263.4459534
2015-04-19, 16:00:00,2980,228.2558888
2015-04-19, 16:15:00,2978,228.1235403
2015-04-19, 16:30:00,2262,179.8840752
2015-04-19, 16:45:00,1586,132.3696681
2015-04-19, 17:00:00,1261,108.5811216
2015-04-19, 17:15:00,929,83.39026146
2015-04-19, 17:30:00,837,76.20598542
2015-04-19, 17:45:00,625,59.21166961
2015-04-19, 18:00:00,278,29.40741561
2015-04-19, 18:15:00,230,24.96567069
2015-04-19, 18:30:00,146,16.85896823
2015-04-19, 18:45:00,65,8.379583038
2015-04-19, 19:00:00,16,2.496236983
2015-04-19, 19:15:00,1,0.227534135
2015-04-19, 19:30:00,0,0
2015-04-19, 19:45:00,0,0
2015-04-19, 20:00:00,0,0
2015-04-19, 20:15:00,0,0
2015-04-19, 20:30:00,0,0
2015-04-19, 20:45:00,0,0
2015-04-19, 21:00:00,0,0
2015-04-19, 21:15:00,0,0
2015-04-19, 21:30:00,0,0
2015-04-19, 21:45:00,0,0
2015-04-19, 22:00:00,0,0
2015-04-19, 22:15:00,0,0
2015-04-19, 22:30:00,0,0
2015-04-19, 22:45:00,0,0
2015-04-19, 23:00:00,0,0
2015-04-19, 23:15:00,0,0
2015-04-19, 23:30:00,0,0
2015-04-19, 23:45:00,0,0
2015-04-19, 24:00:00,0,0
2015-04-20, 00:15:00,0,0
2015-04-20, 00:30:00,0,0
2015-04-20, 00:45:00,0,0
2015-04-20, 01:00:00,0,0
2015-04-20, 01:15:00,0,0
2015-04-20, 01:30:00,0,0
2015-04-20, 01:45:00,0,0
2015-04-20, 02:00:00,0,0
2015-04-20, 02:15:00,0,0
2015-04-20, 02:30:00,0,0
2015-04-20, 02:45:00,0,0
2015-04-20, 03:00:00,0,0
2015-04-20, 03:15:00,0,0
2015-04-20, 03:30:00,0,0
2015-04-20, 03:45:00,0,0
2015-04-20, 04:00:00,0,0
2015-04-20, 04:15:00,0,0
2015-04-20, 04:30:00,0,0
2015-04-20, 04:45:00,0,0
2015-04-20, 05:00:00,0,0
2015-04-20, 05:15:00,0,0
2015-04-20, 05:30:00,0,0
2015-04-20, 05:45:00,0,0
2015-04-20, 06:00:00,0,0
2015-04-20, 06:15:00,15,2.360868507
2015-04-20, 06:30:00,76,9.591387176
2015-04-20, 06:45:00,186,20.78159097
2015-04-20, 07:00:00,241,25.99387842
2015-04-20, 07:15:00,366,37.29390583
2015-04-20, 07:30:00,448,44.41049731
2015-04-20, 07:45:00,574,55.01366063
2015-04-20, 08:00:00,674,63.20127575
2015-04-20, 08:15:00,705,65.70480615
2015-04-20, 08:30:00,1186,102.9789177
2015-04-20, 08:45:00,1137,99.29286125
2015-04-20, 09:00:00,1339,114.3595139
2015-04-20, 09:15:00,1902,154.8661572
2015-04-20, 09:30:00,2204,175.8923912
2015-04-20, 09:45:00,2328,184.4094417
2015-04-20, 10:00:00,1587,132.4417673
2015-04-20, 10:15:00,1202,104.1780034
2015-04-20, 10:30:00,1072,94.36953938
2015-04-20, 10:45:00,1139,99.44372993
2015-04-20, 11:00:00,1203,104.2528739
2015-04-20, 11:15:00,1485,125.0549951
2015-04-20, 11:30:00,1892,154.1624935
2015-04-20, 11:45:00,1433,121.2628145
2015-04-20, 12:00:00,1680,139.1205381
2015-04-20, 12:15:00,2095,168.3516749
2015-04-20, 12:30:00,1996,161.4563938
2015-04-20, 12:45:00,1824,149.3639927
2015-04-20, 13:00:00,1284,110.2899359
2015-04-20, 13:15:00,1259,108.4323296
2015-04-20, 13:30:00,1934,157.1145133
2015-04-20, 13:45:00,2157,172.6472641
2015-04-20, 14:00:00,1171,101.852774
2015-04-20, 14:15:00,1371,116.7167584
2015-04-20, 14:30:00,1390,118.112822
2015-04-20, 14:45:00,1388,117.9659909
2015-04-20, 15:00:00,1486,125.1277426
2015-04-20, 15:15:00,1890,154.0217001
2015-04-20, 15:30:00,1787,146.7428539
2015-04-20, 15:45:00,1473,124.1815034
2015-04-20, 16:00:00,1514,127.1619865
2015-04-20, 16:15:00,1492,125.564088
2015-04-20, 16:30:00,1414,119.8725668
2015-04-20, 16:45:00,1155,100.6493875
2015-04-20, 17:00:00,941,84.32000738
2015-04-20, 17:15:00,678,63.5251783
2015-04-20, 17:30:00,644,60.76353911
2015-04-20, 17:45:00,530,51.35095017
2015-04-20, 18:00:00,342,35.17156662
2015-04-20, 18:15:00,216,23.64727793
2015-04-20, 18:30:00,150,17.25725828
2015-04-20, 18:45:00,80,10.02596075
2015-04-20, 19:00:00,24,3.543325518
2015-04-20, 19:15:00,2,0.41410109
2015-04-20, 19:30:00,0,0
2015-04-20, 19:45:00,0,0
2015-04-20, 20:00:00,0,0
2015-04-20, 20:15:00,0,0
2015-04-20, 20:30:00,0,0
2015-04-20, 20:45:00,0,0
2015-04-20, 21:00:00,0,0
2015-04-20, 21:15:00,0,0
2015-04-20, 21:30:00,0,0
2015-04-20, 21:45:00,0,0
2015-04-20, 22:00:00,0,0
2015-04-20, 22:15:00,0,0
2015-04-20, 22:30:00,0,0
2015-04-20, 22:45:00,0,0
2015-04-20, 23:00:00,0,0
2015-04-20, 23:15:00,0,0
2015-04-20, 23:30:00,0,0
2015-04-20, 23:45:00,0,0
2015-04-20, 24:00:00,0,0
2015-04-21, 00:15:00,0,0
2015-04-21, 00:30:00,0,0
2015-04-21, 00:45:00,0,0
2015-04-21, 01:00:00,0,0
2015-04-21, 01:15:00,0,0
2015-04-21, 01:30:00,0,0
2015-04-21, 01:45:00,0,0
2015-04-21, 02:00:00,0,0
2015-04-21, 02:15:00,0,0
2015-04-21, 02:30:00,0,0
2015-04-21, 02:45:00,0,0
2015-04-21, 03:00:00,0,0
2015-04-21, 03:15:00,0,0
2015-04-21, 03:30:00,0,0
2015-04-21, 03:45:00,0,0
2015-04-21, 04:00:00,0,0
2015-04-21, 04:15:00,0,0
2015-04-21, 04:30:00,0,0
2015-04-21, 04:45:00,0,0
2015-04-21, 05:00:00,0,0
2015-04-21, 05:15:00,0,0
2015-04-21, 05:30:00,0,0
2015-04-21, 05:45:00,0,0
2015-04-21, 06:00:00,1,0.227534135
2015-04-21, 06:15:00,23,3.415413083
2015-04-21, 06:30:00,103,12.4720154
2015-04-21, 06:45:00,191,21.26333033
2015-04-21, 07:00:00,371,37.73363817
2015-04-21, 07:15:00,450,44.58172317
2015-04-21, 07:30:00,620,58.80222246
2015-04-21, 07:45:00,986,87.79238088
2015-04-21, 08:00:00,1160,101.0256881
2015-04-21, 08:15:00,1663,137.9035272
2015-04-21, 08:30:00,1857,151.6956628
2015-04-21, 08:45:00,1899,154.6551111
2015-04-21, 09:00:00,1915,155.780168
2015-04-21, 09:15:00,1631,135.6080706
2015-04-21, 09:30:00,1257,108.2835054
2015-04-21, 09:45:00,1997,161.5262723
2015-04-21, 10:00:00,1604,133.6665104
2015-04-21, 10:15:00,1764,145.1097802
2015-04-21, 10:30:00,2035,164.1781498
2015-04-21, 10:45:00,1991,161.1069299
2015-04-21, 11:00:00,3031,231.6267164
2015-04-21, 11:15:00,4793,344.1306209
2015-04-21, 11:30:00,5683,398.6816043
2015-04-21, 11:45:00,7573,510.9120527
2015-04-21, 12:00:00,5947,414.6317448
2015-04-21, 12:15:00,4298,313.2026391
2015-04-21, 12:30:00,4655,335.5539661
2015-04-21, 12:45:00,4649,335.1802898
2015-04-21, 13:00:00,5602,393.7677718
2015-04-21, 13:15:00,3920,289.2586756
2015-04-21, 13:30:00,3126,237.8852609
2015-04-21, 13:45:00,3268,247.1922334
2015-04-21, 14:00:00,5211,369.9088103
2015-04-21, 14:15:00,6592,453.2058615
2015-04-21, 14:30:00,3078,234.7263346
2015-04-21, 14:45:00,2156,172.578115
2015-04-21, 15:00:00,2002,161.8755932
2015-04-21, 15:15:00,1922,156.2719776
2015-04-21, 15:30:00,3249,245.9501749
2015-04-21, 15:45:00,1544,129.3358612
2015-04-21, 16:00:00,1804,147.948069
2015-04-21, 16:15:00,2132,170.9172209
2015-04-21, 16:30:00,1802,147.8063595
2015-04-21, 16:45:00,2500,196.1222801
2015-04-21, 17:00:00,1079,94.90165501
2015-04-21, 17:15:00,628,59.45712376
2015-04-21, 17:30:00,709,66.02673814
2015-04-21, 17:45:00,614,58.31029197
2015-04-21, 18:00:00,465,45.86265222
2015-04-21, 18:15:00,217,23.74182635
2015-04-21, 18:30:00,93,11.4187609
2015-04-21, 18:45:00,55,7.253471144
2015-04-21, 19:00:00,19,2.895754874
2015-04-21, 19:15:00,1,0.227534135
2015-04-21, 19:30:00,0,0
2015-04-21, 19:45:00,0,0
2015-04-21, 20:00:00,0,0
2015-04-21, 20:15:00,0,0
2015-04-21, 20:30:00,0,0
2015-04-21, 20:45:00,0,0
2015-04-21, 21:00:00,0,0
2015-04-21, 21:15:00,0,0
2015-04-21, 21:30:00,0,0
2015-04-21, 21:45:00,0,0
2015-04-21, 22:00:00,0,0
2015-04-21, 22:15:00,0,0
2015-04-21, 22:30:00,0,0
2015-04-21, 22:45:00,0,0
2015-04-21, 23:00:00,0,0
2015-04-21, 23:15:00,0,0
2015-04-21, 23:30:00,0,0
2015-04-21, 23:45:00,0,0
2015-04-21, 24:00:00,0,0
2015-04-22, 00:15:00,0,0
2015-04-22, 00:30:00,0,0
2015-04-22, 00:45:00,0,0
2015-04-22, 01:00:00,0,0
2015-04-22, 01:15:00,0,0
2015-04-22, 01:30:00,0,0
2015-04-22, 01:45:00,0,0
2015-04-22, 02:00:00,0,0
2015-04-22, 02:15:00,0,0
2015-04-22, 02:30:00,0,0
2015-04-22, 02:45:00,0,0
2015-04-22, 03:00:00,0,0
2015-04-22, 03:15:00,0,0
2015-04-22, 03:30:00,0,0
2015-04-22, 03:45:00,0,0
2015-04-22, 04:00:00,0,0
2015-04-22, 04:15:00,0,0
2015-04-22, 04:30:00,0,0
2015-04-22, 04:45:00,0,0
2015-04-22, 05:00:00,0,0
2015-04-22, 05:15:00,0,0
2015-04-22, 05:30:00,0,0
2015-04-22, 05:45:00,0,0
2015-04-22, 06:00:00,1,0.227534135
2015-04-22, 06:15:00,26,3.797012575
2015-04-22, 06:30:00,88,10.88642138
2015-04-22, 06:45:00,173,19.52066411
2015-04-22, 07:00:00,327,33.83485843
2015-04-22, 07:15:00,385,38.96064018
2015-04-22, 07:30:00,529,51.26723736
2015-04-22, 07:45:00,719,66.83049049
2015-04-22, 08:00:00,909,81.83703738
2015-04-22, 08:15:00,1786,146.6719104
2015-04-22, 08:30:00,1752,144.2565929
2015-04-22, 08:45:00,1889,153.9512958
2015-04-22, 09:00:00,1990,161.0370228
2015-04-22, 09:15:00,2147,171.955576
2015-04-22, 09:30:00,2291,181.8746769
2015-04-22, 09:45:00,2803,216.4951414
2015-04-22, 10:00:00,2233,177.8899971
2015-04-22, 10:15:00,1699,140.4787455
2015-04-22, 10:30:00,2585,201.8697416
2015-04-22, 10:45:00,6860,469.080051
2015-04-22, 11:00:00,9319,611.2019182
2015-04-22, 11:15:00,10296,666.1789514
2015-04-22, 11:30:00,7684,517.375045
2015-04-22, 11:45:00,9696,632.5049275
2015-04-22, 12:00:00,9541,623.7602953
2015-04-22, 12:15:00,8827,583.2228358
2015-04-22, 12:30:00,9925,645.3897333
2015-04-22, 12:45:00,9313,610.8619415
2015-04-22, 13:00:00,8512,565.1983331
2015-04-22, 13:15:00,3844,284.4074191
2015-04-22, 13:30:00,1820,149.0809777
2015-04-22, 13:45:00,1623,135.0332528
2015-04-22, 14:00:00,1790,146.9556519
