date,time,raw,PAR_µmol_m2_s
2014-12-14, 04:30:00,0,0
2014-12-14, 04:45:00,0,0
2014-12-14, 05:00:00,0,0
2014-12-14, 05:15:00,0,0
2014-12-14, 05:30:00,0,0
2014-12-14, 05:45:00,0,0
2014-12-14, 06:00:00,0,0
2014-12-14, 06:15:00,0,0
2014-12-14, 06:30:00,0,0
2014-12-14, 06:45:00,0,0
2014-12-14, 07:00:00,12,1.171966031
2014-12-14, 07:15:00,66,5.125933505
2014-12-14, 07:30:00,230,15.10383916
2014-12-14, 07:45:00,845,46.58680263
2014-12-14, 08:00:00,764,42.69542575
2014-12-14, 08:15:00,1213,63.7038451
2014-12-14, 08:30:00,1421,73.05688845
2014-12-14, 08:45:00,1849,91.75639193
2014-12-14, 09:00:00,2628,124.3951505
2014-12-14, 09:15:00,2541,120.8224883
2014-12-14, 09:30:00,2997,139.3784987
2014-12-14, 09:45:00,2883,134.7774577
2014-12-14, 10:00:00,2483,118.4315971
2014-12-14, 10:15:00,2748,129.2970504
2014-12-14, 10:30:00,3175,146.516019
2014-12-14, 10:45:00,3916,175.6872982
2014-12-14, 11:00:00,4483,197.5029732
2014-12-14, 11:15:00,4552,200.1315726
2014-12-14, 11:30:00,4394,194.1044084
2014-12-14, 11:45:00,4259,188.9315253
2014-12-14, 12:00:00,3214,148.0725804
2014-12-14, 12:15:00,3352,153.5602776
2014-12-14, 12:30:00,3158,145.8367151
2014-12-14, 12:45:00,3309,151.8536584
2014-12-14, 13:00:00,5630,240.5557842
2014-12-14, 13:15:00,5544,237.3717973
2014-12-14, 13:30:00,5067,219.5877558
2014-12-14, 13:45:00,2842,133.1167591
2014-12-14, 14:00:00,2902,135.5459713
2014-12-14, 14:15:00,3275,150.5021287
2014-12-14, 14:30:00,3656,165.5441709
2014-12-14, 14:45:00,3739,168.7923921
2014-12-14, 15:00:00,3803,171.2904241
2014-12-14, 15:15:00,2862,133.9272554
2014-12-14, 15:30:00,2698,127.2581617
2014-12-14, 15:45:00,3536,160.8303276
2014-12-14, 16:00:00,3029,140.6657572
2014-12-14, 16:15:00,1472,75.32111455
2014-12-14, 16:30:00,1328,68.89948746
2014-12-14, 16:45:00,982,53.05758046
2014-12-14, 17:00:00,840,46.34809489
2014-12-14, 17:15:00,644,36.82538909
2014-12-14, 17:30:00,373,22.95339351
2014-12-14, 17:45:00,158,10.91272753
2014-12-14, 18:00:00,38,3.17860395
2014-12-14, 18:15:00,2,0.248511964
2014-12-14, 18:30:00,0,0
2014-12-14, 18:45:00,0,0
2014-12-14, 19:00:00,0,0
2014-12-14, 19:15:00,0,0
2014-12-14, 19:30:00,0,0
2014-12-14, 19:45:00,0,0
2014-12-14, 20:00:00,0,0
2014-12-14, 20:15:00,0,0
2014-12-14, 20:30:00,0,0
2014-12-14, 20:45:00,0,0
2014-12-14, 21:00:00,0,0
2014-12-14, 21:15:00,0,0
2014-12-14, 21:30:00,0,0
2014-12-14, 21:45:00,0,0
2014-12-14, 22:00:00,0,0
2014-12-14, 22:15:00,0,0
2014-12-14, 22:30:00,0,0
2014-12-14, 22:45:00,0,0
2014-12-14, 23:00:00,0,0
2014-12-14, 23:15:00,0,0
2014-12-14, 23:30:00,0,0
2014-12-14, 23:45:00,0,0
2014-12-14, 24:00:00,0,0
2014-12-15, 00:15:00,0,0
2014-12-15, 00:30:00,0,0
2014-12-15, 00:45:00,0,0
2014-12-15, 01:00:00,0,0
2014-12-15, 01:15:00,0,0
2014-12-15, 01:30:00,0,0
2014-12-15, 01:45:00,0,0
2014-12-15, 02:00:00,0,0
2014-12-15, 02:15:00,0,0
2014-12-15, 02:30:00,0,0
2014-12-15, 02:45:00,0,0
2014-12-15, 03:00:00,0,0
2014-12-15, 03:15:00,0,0
2014-12-15, 03:30:00,0,0
2014-12-15, 03:45:00,0,0
2014-12-15, 04:00:00,0,0
2014-12-15, 04:15:00,0,0
2014-12-15, 04:30:00,0,0
2014-12-15, 04:45:00,0,0
2014-12-15, 05:00:00,0,0
2014-12-15, 05:15:00,0,0
2014-12-15, 05:30:00,0,0
2014-12-15, 05:45:00,0,0
2014-12-15, 06:00:00,0,0
2014-12-15, 06:15:00,0,0
2014-12-15, 06:30:00,0,0
2014-12-15, 06:45:00,0,0
2014-12-15, 07:00:00,20,1.8236744
2014-12-15, 07:15:00,100,7.344728345
2014-12-15, 07:30:00,233,15.27421934
2014-12-15, 07:45:00,685,38.84628536
2014-12-15, 08:00:00,1127,59.77520569
2014-12-15, 08:15:00,1028,55.20227516
2014-12-15, 08:30:00,2744,129.1341239
2014-12-15, 08:45:00,1790,89.21652864
2014-12-15, 09:00:00,3813,171.6802291
2014-12-15, 09:15:00,5406,232.2486717
2014-12-15, 09:30:00,4267,189.2386744
2014-12-15, 09:45:00,5042,218.6496351
2014-12-15, 10:00:00,7807,319.2346641
2014-12-15, 10:15:00,5072,219.7753052
2014-12-15, 10:30:00,7521,309.0863934
2014-12-15, 10:45:00,8106,329.7909471
2014-12-15, 11:00:00,10759,421.3834753
2014-12-15, 11:15:00,11355,441.5152661
2014-12-15, 11:30:00,12663,485.2118786
2014-12-15, 11:45:00,11035,430.7243981
2014-12-15, 12:00:00,9747,386.8498615
2014-12-15, 12:15:00,7644,313.4571039
2014-12-15, 12:30:00,4571,200.8544465
2014-12-15, 12:45:00,3956,177.239606
2014-12-15, 13:00:00,6621,276.8007071
2014-12-15, 13:15:00,9457,376.8667922
2014-12-15, 13:30:00,11039,430.8595412
2014-12-15, 13:45:00,8366,338.9278037
2014-12-15, 14:00:00,6255,263.5057524
2014-12-15, 14:15:00,6458,270.8922631
2014-12-15, 14:30:00,6938,288.2359479
2014-12-15, 14:45:00,7531,309.4420925
2014-12-15, 15:00:00,6604,276.1854101
2014-12-15, 15:15:00,3749,169.1830861
2014-12-15, 15:30:00,2435,116.4472514
2014-12-15, 15:45:00,3053,141.6300013
2014-12-15, 16:00:00,2559,121.5629909
2014-12-15, 16:15:00,2021,99.1000648
2014-12-15, 16:30:00,2105,102.6556259
2014-12-15, 16:45:00,2291,110.4621405
2014-12-15, 17:00:00,1444,74.07933924
2014-12-15, 17:15:00,855,47.06365008
2014-12-15, 17:30:00,525,30.85642662
2014-12-15, 17:45:00,228,14.99008657
2014-12-15, 18:00:00,78,5.923424067
2014-12-15, 18:15:00,7,0.735008905
2014-12-15, 18:30:00,0,0
2014-12-15, 18:45:00,0,0
2014-12-15, 19:00:00,0,0
2014-12-15, 19:15:00,0,0
2014-12-15, 19:30:00,0,0
2014-12-15, 19:45:00,0,0
2014-12-15, 20:00:00,0,0
2014-12-15, 20:15:00,0,0
2014-12-15, 20:30:00,0,0
2014-12-15, 20:45:00,0,0
2014-12-15, 21:00:00,0,0
2014-12-15, 21:15:00,0,0
2014-12-15, 21:30:00,0,0
2014-12-15, 21:45:00,0,0
2014-12-15, 22:00:00,0,0
2014-12-15, 22:15:00,0,0
2014-12-15, 22:30:00,0,0
2014-12-15, 22:45:00,0,0
2014-12-15, 23:00:00,0,0
2014-12-15, 23:15:00,0,0
2014-12-15, 23:30:00,0,0
2014-12-15, 23:45:00,0,0
2014-12-15, 24:00:00,0,0
2014-12-16, 00:15:00,0,0
2014-12-16, 00:30:00,0,0
2014-12-16, 00:45:00,0,0
2014-12-16, 01:00:00,0,0
2014-12-16, 01:15:00,0,0
2014-12-16, 01:30:00,0,0
2014-12-16, 01:45:00,0,0
2014-12-16, 02:00:00,0,0
2014-12-16, 02:15:00,0,0
2014-12-16, 02:30:00,0,0
2014-12-16, 02:45:00,0,0
2014-12-16, 03:00:00,0,0
2014-12-16, 03:15:00,0,0
2014-12-16, 03:30:00,0,0
2014-12-16, 03:45:00,0,0
2014-12-16, 04:00:00,0,0
2014-12-16, 04:15:00,0,0
2014-12-16, 04:30:00,0,0
2014-12-16, 04:45:00,0,0
2014-12-16, 05:00:00,0,0
2014-12-16, 05:15:00,0,0
2014-12-16, 05:30:00,0,0
2014-12-16, 05:45:00,0,0
2014-12-16, 06:00:00,0,0
2014-12-16, 06:15:00,0,0
2014-12-16, 06:30:00,0,0
2014-12-16, 06:45:00,0,0
2014-12-16, 07:00:00,15,1.421675016
2014-12-16, 07:15:00,95,7.025759676
2014-12-16, 07:30:00,299,18.9546914
2014-12-16, 07:45:00,731,41.09439764
2014-12-16, 08:00:00,1305,67.86536612
2014-12-16, 08:15:00,1657,83.44903152
2014-12-16, 08:30:00,1841,91.41264952
2014-12-16, 08:45:00,2543,120.9048011
2014-12-16, 09:00:00,3538,160.909066
2014-12-16, 09:15:00,4321,191.3099148
2014-12-16, 09:30:00,3287,150.9793535
2014-12-16, 09:45:00,3950,177.0068948
2014-12-16, 10:00:00,4406,194.5631776
2014-12-16, 10:15:00,7646,313.5280938
2014-12-16, 10:30:00,8722,351.3767474
2014-12-16, 10:45:00,8892,357.2972428
2014-12-16, 11:00:00,6036,255.5008045
2014-12-16, 11:15:00,5633,240.666735
2014-12-16, 11:30:00,6078,257.0389839
2014-12-16, 11:45:00,5270,227.1825689
2014-12-16, 12:00:00,6812,283.6993007
2014-12-16, 12:15:00,8650,348.8645816
2014-12-16, 12:30:00,7407,305.026907
2014-12-16, 12:45:00,8388,339.6991556
2014-12-16, 13:00:00,12131,467.5161704
2014-12-16, 13:15:00,9201,368.0199314
2014-12-16, 13:30:00,9033,362.19623
2014-12-16, 13:45:00,5139,222.2860809
2014-12-16, 14:00:00,11523,447.1640571
2014-12-16, 14:15:00,11677,452.3323967
2014-12-16, 14:30:00,10842,424.1958708
2014-12-16, 14:45:00,10427,410.1044589
2014-12-16, 15:00:00,7954,324.4312062
2014-12-16, 15:15:00,7801,319.0222826
2014-12-16, 15:30:00,4745,207.4559077
2014-12-16, 15:45:00,4466,196.8545151
2014-12-16, 16:00:00,3038,141.0274687
2014-12-16, 16:15:00,2020,99.05761855
2014-12-16, 16:30:00,2134,103.8786802
2014-12-16, 16:45:00,1791,89.25966994
2014-12-16, 17:00:00,1089,58.02659276
2014-12-16, 17:15:00,806,44.71974821
2014-12-16, 17:30:00,484,28.75927162
2014-12-16, 17:45:00,314,19.77507052
2014-12-16, 18:00:00,88,6.575366103
2014-12-16, 18:15:00,7,0.735008905
2014-12-16, 18:30:00,0,0
2014-12-16, 18:45:00,0,0
2014-12-16, 19:00:00,0,0
2014-12-16, 19:15:00,0,0
2014-12-16, 19:30:00,0,0
2014-12-16, 19:45:00,0,0
2014-12-16, 20:00:00,0,0
2014-12-16, 20:15:00,0,0
2014-12-16, 20:30:00,0,0
2014-12-16, 20:45:00,0,0
2014-12-16, 21:00:00,0,0
2014-12-16, 21:15:00,0,0
2014-12-16, 21:30:00,0,0
2014-12-16, 21:45:00,0,0
2014-12-16, 22:00:00,0,0
2014-12-16, 22:15:00,0,0
2014-12-16, 22:30:00,0,0
2014-12-16, 22:45:00,0,0
2014-12-16, 23:00:00,0,0
2014-12-16, 23:15:00,0,0
2014-12-16, 23:30:00,0,0
2014-12-16, 23:45:00,0,0
2014-12-16, 24:00:00,0,0
2014-12-17, 00:15:00,0,0
2014-12-17, 00:30:00,0,0
2014-12-17, 00:45:00,0,0
2014-12-17, 01:00:00,0,0
2014-12-17, 01:15:00,0,0
2014-12-17, 01:30:00,0,0
2014-12-17, 01:45:00,0,0
2014-12-17, 02:00:00,0,0
2014-12-17, 02:15:00,0,0
2014-12-17, 02:30:00,0,0
2014-12-17, 02:45:00,0,0
2014-12-17, 03:00:00,0,0
2014-12-17, 03:15:00,0,0
2014-12-17, 03:30:00,0,0
2014-12-17, 03:45:00,0,0
2014-12-17, 04:00:00,0,0
2014-12-17, 04:15:00,0,0
2014-12-17, 04:30:00,0,0
2014-12-17, 04:45:00,0,0
2014-12-17, 05:00:00,0,0
2014-12-17, 05:15:00,0,0
2014-12-17, 05:30:00,0,0
2014-12-17, 05:45:00,0,0
2014-12-17, 06:00:00,0,0
2014-12-17, 06:15:00,0,0
2014-12-17, 06:30:00,0,0
2014-12-17, 06:45:00,0,0
2014-12-17, 07:00:00,30,2.590430206
2014-12-17, 07:15:00,166,11.38941187
2014-12-17, 07:30:00,548,32.02316027
2014-12-17, 07:45:00,1055,56.45508512
2014-12-17, 08:00:00,2221,107.5345866
2014-12-17, 08:15:00,2090,102.0221244
2014-12-17, 08:30:00,2103,102.5711942
2014-12-17, 08:45:00,3723,168.1669895
2014-12-17, 09:00:00,4887,212.8191901
2014-12-17, 09:15:00,7013,290.9310674
2014-12-17, 09:30:00,6940,288.3078684
2014-12-17, 09:45:00,8000,326.054674
2014-12-17, 10:00:00,9312,371.8598844
2014-12-17, 10:15:00,9843,390.1457574
2014-12-17, 10:30:00,11647,451.3262994
2014-12-17, 10:45:00,10547,414.1867038
2014-12-17, 11:00:00,8750,352.352947
2014-12-17, 11:15:00,12336,474.3471156
2014-12-17, 11:30:00,8283,336.0152414
2014-12-17, 11:45:00,8233,334.2587942
2014-12-17, 12:00:00,10660,418.0251139
2014-12-17, 12:15:00,13387,509.1347855
2014-12-17, 12:30:00,9736,386.4719289
2014-12-17, 12:45:00,14917,559.1321116
2014-12-17, 13:00:00,14442,543.6872688
2014-12-17, 13:15:00,9589,381.4158373
2014-12-17, 13:30:00,13951,527.6502141
2014-12-17, 13:45:00,13082,499.0785185
2014-12-17, 14:00:00,11658,451.6952421
2014-12-17, 14:15:00,8633,348.271022
2014-12-17, 14:30:00,7702,315.5148027
2014-12-17, 14:45:00,5739,244.5819333
2014-12-17, 15:00:00,8865,356.3579523
2014-12-17, 15:15:00,9384,374.3473727
2014-12-17, 15:30:00,6698,279.584991
2014-12-17, 15:45:00,5438,233.4381925
2014-12-17, 16:00:00,3965,177.5885839
2014-12-17, 16:15:00,2542,120.8636458
2014-12-17, 16:30:00,2270,109.5851533
2014-12-17, 16:45:00,2030,99.48195421
2014-12-17, 17:00:00,1154,61.01281819
2014-12-17, 17:15:00,1071,57.19545292
2014-12-17, 17:30:00,625,35.88306076
2014-12-17, 17:45:00,398,24.2792085
2014-12-17, 18:00:00,105,7.661559783
2014-12-17, 18:15:00,7,0.735008905
2014-12-17, 18:30:00,0,0
2014-12-17, 18:45:00,0,0
2014-12-17, 19:00:00,0,0
2014-12-17, 19:15:00,0,0
2014-12-17, 19:30:00,0,0
2014-12-17, 19:45:00,0,0
2014-12-17, 20:00:00,0,0
2014-12-17, 20:15:00,0,0
2014-12-17, 20:30:00,0,0
2014-12-17, 20:45:00,0,0
2014-12-17, 21:00:00,0,0
2014-12-17, 21:15:00,0,0
2014-12-17, 21:30:00,0,0
2014-12-17, 21:45:00,0,0
2014-12-17, 22:00:00,0,0
2014-12-17, 22:15:00,0,0
2014-12-17, 22:30:00,0,0
2014-12-17, 22:45:00,0,0
2014-12-17, 23:00:00,0,0
2014-12-17, 23:15:00,0,0
2014-12-17, 23:30:00,0,0
2014-12-17, 23:45:00,0,0
2014-12-17, 24:00:00,0,0
2014-12-18, 00:15:00,0,0
2014-12-18, 00:30:00,0,0
2014-12-18, 00:45:00,0,0
2014-12-18, 01:00:00,0,0
2014-12-18, 01:15:00,0,0
2014-12-18, 01:30:00,0,0
2014-12-18, 01:45:00,0,0
2014-12-18, 02:00:00,0,0
2014-12-18, 02:15:00,0,0
2014-12-18, 02:30:00,0,0
2014-12-18, 02:45:00,0,0
2014-12-18, 03:00:00,0,0
2014-12-18, 03:15:00,0,0
2014-12-18, 03:30:00,0,0
2014-12-18, 03:45:00,0,0
2014-12-18, 04:00:00,0,0
2014-12-18, 04:15:00,0,0
2014-12-18, 04:30:00,0,0
2014-12-18, 04:45:00,0,0
2014-12-18, 05:00:00,0,0
2014-12-18, 05:15:00,0,0
2014-12-18, 05:30:00,0,0
2014-12-18, 05:45:00,0,0
2014-12-18, 06:00:00,0,0
2014-12-18, 06:15:00,0,0
2014-12-18, 06:30:00,0,0
2014-12-18, 06:45:00,0,0
2014-12-18, 07:00:00,20,1.8236744
2014-12-18, 07:15:00,189,12.74327558
2014-12-18, 07:30:00,562,32.73011206
2014-12-18, 07:45:00,723,40.70482084
2014-12-18, 08:00:00,992,53.52494638
2014-12-18, 08:15:00,2133,103.8365433
2014-12-18, 08:30:00,4425,195.2892189
2014-12-18, 08:45:00,3820,171.9530108
2014-12-18, 09:00:00,4261,189.0083198
2014-12-18, 09:15:00,6276,264.2713516
2014-12-18, 09:30:00,7912,322.9478073
2014-12-18, 09:45:00,8293,336.3663596
2014-12-18, 10:00:00,9141,365.9416921
2014-12-18, 10:15:00,6757,281.7154917
2014-12-18, 10:30:00,6481,271.7271735
2014-12-18, 10:45:00,7328,302.2088319
2014-12-18, 11:00:00,7581,311.2196378
2014-12-18, 11:15:00,7269,300.1015309
2014-12-18, 11:30:00,9426,375.7972222
2014-12-18, 11:45:00,11157,434.8433126
2014-12-18, 12:00:00,11240,437.6420629
2014-12-18, 12:15:00,10607,416.2254822
2014-12-18, 12:30:00,6419,269.4756312
2014-12-18, 12:45:00,10417,409.7639877
2014-12-18, 13:00:00,6852,285.1407183
2014-12-18, 13:15:00,8414,340.610403
2014-12-18, 13:30:00,5925,251.428658
2014-12-18, 13:45:00,7604,312.0367791
2014-12-18, 14:00:00,6299,265.1094701
2014-12-18, 14:15:00,4787,209.0444493
2014-12-18, 14:30:00,5301,228.3388728
2014-12-18, 14:45:00,8746,352.2135156
2014-12-18, 15:00:00,5419,232.7320284
2014-12-18, 15:15:00,3600,163.3470073
