date,time,temp_raw,temp_cal
10/7/14,14:45:00,28.953,28.846
10/7/14,15:00:00,28.953,28.846
10/7/14,15:15:00,29.053,28.944
10/7/14,15:30:00,29.053,28.944
10/7/14,15:45:00,28.953,28.846
10/7/14,16:00:00,28.953,28.846
10/7/14,16:15:00,28.953,28.846
10/7/14,16:30:00,28.953,28.846
10/7/14,16:45:00,28.953,28.846
10/7/14,17:00:00,28.953,28.846
10/7/14,17:15:00,28.953,28.846
10/7/14,17:30:00,28.953,28.846
10/7/14,17:45:00,28.953,28.846
10/7/14,18:00:00,28.953,28.846
10/7/14,18:15:00,28.953,28.846
10/7/14,18:30:00,28.853,28.748
10/7/14,18:45:00,28.853,28.748
10/7/14,19:00:00,28.853,28.748
10/7/14,19:15:00,28.853,28.748
10/7/14,19:30:00,28.853,28.748
10/7/14,19:45:00,28.853,28.748
10/7/14,20:00:00,28.754,28.651
10/7/14,20:15:00,28.555,28.457
10/7/14,20:30:00,28.655,28.555
10/7/14,20:45:00,28.655,28.555
10/7/14,21:00:00,28.655,28.555
10/7/14,21:15:00,28.655,28.555
10/7/14,21:30:00,28.655,28.555
10/7/14,21:45:00,28.655,28.555
10/7/14,22:00:00,28.853,28.748
10/7/14,22:15:00,28.853,28.748
10/7/14,22:30:00,28.853,28.748
10/7/14,22:45:00,28.853,28.748
10/7/14,23:00:00,28.853,28.748
10/7/14,23:15:00,28.853,28.748
10/7/14,23:30:00,28.853,28.748
10/7/14,23:45:00,28.853,28.748
10/8/14,0:00:00,28.853,28.748
10/8/14,0:15:00,28.853,28.748
10/8/14,0:30:00,28.853,28.748
10/8/14,0:45:00,28.853,28.748
10/8/14,1:00:00,28.853,28.748
10/8/14,1:15:00,28.853,28.748
10/8/14,1:30:00,28.754,28.651
10/8/14,1:45:00,28.754,28.651
10/8/14,2:00:00,28.754,28.651
10/8/14,2:15:00,28.655,28.555
10/8/14,2:30:00,28.456,28.360
10/8/14,2:45:00,28.655,28.555
10/8/14,3:00:00,28.555,28.457
10/8/14,3:15:00,28.555,28.457
10/8/14,3:30:00,28.555,28.457
10/8/14,3:45:00,28.456,28.360
10/8/14,4:00:00,28.357,28.263
10/8/14,4:15:00,28.357,28.263
10/8/14,4:30:00,28.357,28.263
10/8/14,4:45:00,28.456,28.360
10/8/14,5:00:00,28.456,28.360
10/8/14,5:15:00,28.456,28.360
10/8/14,5:30:00,28.456,28.360
10/8/14,5:45:00,28.456,28.360
10/8/14,6:00:00,28.456,28.360
10/8/14,6:15:00,28.456,28.360
10/8/14,6:30:00,28.555,28.457
10/8/14,6:45:00,28.555,28.457
10/8/14,7:00:00,28.555,28.457
10/8/14,7:15:00,28.655,28.555
10/8/14,7:30:00,28.655,28.555
10/8/14,7:45:00,28.555,28.457
10/8/14,8:00:00,28.456,28.360
10/8/14,8:15:00,28.456,28.360
10/8/14,8:30:00,28.655,28.555
10/8/14,8:45:00,28.555,28.457
10/8/14,9:00:00,28.357,28.263
10/8/14,9:15:00,28.357,28.263
10/8/14,9:30:00,28.655,28.555
10/8/14,9:45:00,28.853,28.748
10/8/14,10:00:00,28.953,28.846
10/8/14,10:15:00,29.053,28.944
10/8/14,10:30:00,29.152,29.041
10/8/14,10:45:00,29.152,29.041
10/8/14,11:00:00,29.152,29.041
10/8/14,11:15:00,29.252,29.138
10/8/14,11:30:00,29.252,29.138
10/8/14,11:45:00,29.252,29.138
10/8/14,12:00:00,29.252,29.138
10/8/14,12:15:00,29.252,29.138
10/8/14,12:30:00,29.352,29.236
10/8/14,12:45:00,29.352,29.236
10/8/14,13:00:00,29.252,29.138
10/8/14,13:15:00,29.352,29.236
10/8/14,13:30:00,29.252,29.138
10/8/14,13:45:00,29.352,29.236
10/8/14,14:00:00,29.352,29.236
10/8/14,14:15:00,29.352,29.236
10/8/14,14:30:00,29.352,29.236
10/8/14,14:45:00,29.352,29.236
10/8/14,15:00:00,29.352,29.236
10/8/14,15:15:00,29.452,29.334
10/8/14,15:30:00,29.352,29.236
10/8/14,15:45:00,29.352,29.236
10/8/14,16:00:00,29.352,29.236
10/8/14,16:15:00,29.452,29.334
10/8/14,16:30:00,29.452,29.334
10/8/14,16:45:00,29.452,29.334
10/8/14,17:00:00,29.352,29.236
10/8/14,17:15:00,29.352,29.236
10/8/14,17:30:00,29.252,29.138
10/8/14,17:45:00,29.252,29.138
10/8/14,18:00:00,29.252,29.138
10/8/14,18:15:00,29.252,29.138
10/8/14,18:30:00,29.152,29.041
10/8/14,18:45:00,28.953,28.846
10/8/14,19:00:00,28.853,28.748
10/8/14,19:15:00,28.853,28.748
10/8/14,19:30:00,28.853,28.748
10/8/14,19:45:00,28.754,28.651
10/8/14,20:00:00,28.754,28.651
10/8/14,20:15:00,28.655,28.555
10/8/14,20:30:00,28.655,28.555
10/8/14,20:45:00,28.754,28.651
10/8/14,21:00:00,28.853,28.748
10/8/14,21:15:00,28.853,28.748
10/8/14,21:30:00,28.953,28.846
10/8/14,21:45:00,28.953,28.846
10/8/14,22:00:00,28.953,28.846
10/8/14,22:15:00,28.953,28.846
10/8/14,22:30:00,28.953,28.846
10/8/14,22:45:00,28.953,28.846
10/8/14,23:00:00,28.953,28.846
10/8/14,23:15:00,28.953,28.846
10/8/14,23:30:00,28.754,28.651
10/8/14,23:45:00,28.754,28.651
10/9/14,0:00:00,28.754,28.651
10/9/14,0:15:00,28.853,28.748
10/9/14,0:30:00,28.853,28.748
10/9/14,0:45:00,28.853,28.748
10/9/14,1:00:00,28.853,28.748
10/9/14,1:15:00,28.853,28.748
10/9/14,1:30:00,28.853,28.748
10/9/14,1:45:00,28.754,28.651
10/9/14,2:00:00,28.655,28.555
10/9/14,2:15:00,28.754,28.651
10/9/14,2:30:00,28.655,28.555
10/9/14,2:45:00,28.754,28.651
10/9/14,3:00:00,28.754,28.651
10/9/14,3:15:00,28.853,28.748
10/9/14,3:30:00,28.853,28.748
10/9/14,3:45:00,28.853,28.748
10/9/14,4:00:00,28.853,28.748
10/9/14,4:15:00,28.853,28.748
10/9/14,4:30:00,28.754,28.651
10/9/14,4:45:00,28.754,28.651
10/9/14,5:00:00,28.754,28.651
10/9/14,5:15:00,28.754,28.651
10/9/14,5:30:00,28.754,28.651
10/9/14,5:45:00,28.754,28.651
10/9/14,6:00:00,28.754,28.651
10/9/14,6:15:00,28.754,28.651
10/9/14,6:30:00,28.754,28.651
10/9/14,6:45:00,28.754,28.651
10/9/14,7:00:00,28.655,28.555
10/9/14,7:15:00,28.655,28.555
10/9/14,7:30:00,28.655,28.555
10/9/14,7:45:00,28.655,28.555
10/9/14,8:00:00,28.754,28.651
10/9/14,8:15:00,28.754,28.651
10/9/14,8:30:00,28.754,28.651
10/9/14,8:45:00,28.754,28.651
10/9/14,9:00:00,28.754,28.651
10/9/14,9:15:00,28.853,28.748
10/9/14,9:30:00,28.853,28.748
10/9/14,9:45:00,29.053,28.944
10/9/14,10:00:00,28.953,28.846
10/9/14,10:15:00,29.152,29.041
10/9/14,10:30:00,29.252,29.138
10/9/14,10:45:00,29.152,29.041
10/9/14,11:00:00,29.053,28.944
10/9/14,11:15:00,29.252,29.138
10/9/14,11:30:00,29.252,29.138
10/9/14,11:45:00,29.252,29.138
10/9/14,12:00:00,29.152,29.041
10/9/14,12:15:00,29.152,29.041
10/9/14,12:30:00,29.252,29.138
10/9/14,12:45:00,29.252,29.138
10/9/14,13:00:00,29.252,29.138
10/9/14,13:15:00,29.352,29.236
10/9/14,13:30:00,29.352,29.236
10/9/14,13:45:00,29.252,29.138
10/9/14,14:00:00,29.152,29.041
10/9/14,14:15:00,29.152,29.041
10/9/14,14:30:00,29.252,29.138
10/9/14,14:45:00,29.252,29.138
10/9/14,15:00:00,29.152,29.041
10/9/14,15:15:00,29.252,29.138
10/9/14,15:30:00,29.252,29.138
10/9/14,15:45:00,29.152,29.041
10/9/14,16:00:00,29.152,29.041
10/9/14,16:15:00,29.252,29.138
10/9/14,16:30:00,29.252,29.138
10/9/14,16:45:00,29.152,29.041
10/9/14,17:00:00,29.152,29.041
10/9/14,17:15:00,29.053,28.944
10/9/14,17:30:00,28.953,28.846
10/9/14,17:45:00,28.853,28.748
10/9/14,18:00:00,28.853,28.748
10/9/14,18:15:00,28.754,28.651
10/9/14,18:30:00,28.754,28.651
10/9/14,18:45:00,28.754,28.651
10/9/14,19:00:00,28.655,28.555
10/9/14,19:15:00,28.655,28.555
10/9/14,19:30:00,28.555,28.457
10/9/14,19:45:00,28.555,28.457
10/9/14,20:00:00,28.555,28.457
10/9/14,20:15:00,28.456,28.360
10/9/14,20:30:00,28.456,28.360
10/9/14,20:45:00,28.456,28.360
10/9/14,21:00:00,28.357,28.263
10/9/14,21:15:00,28.357,28.263
10/9/14,21:30:00,28.357,28.263
10/9/14,21:45:00,28.159,28.070
10/9/14,22:00:00,28.357,28.263
10/9/14,22:15:00,28.357,28.263
10/9/14,22:30:00,28.357,28.263
10/9/14,22:45:00,28.357,28.263
10/9/14,23:00:00,28.456,28.360
10/9/14,23:15:00,28.357,28.263
10/9/14,23:30:00,28.456,28.360
10/9/14,23:45:00,28.456,28.360
10/10/14,0:00:00,28.555,28.457
10/10/14,0:15:00,28.555,28.457
10/10/14,0:30:00,28.555,28.457
10/10/14,0:45:00,28.655,28.555
10/10/14,1:00:00,28.655,28.555
