Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150819_KBayRecov_Mcap_redos_1.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-19 10:20:59 AM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,32_11.04_rerun,Mcap,UNKNOWN,FAM,NFQ-MGB,21.33261299,21.10832977,0.317183018,,,,FALSE,0.01,FALSE,3,20,,N,N
A3,32_11.04_rerun,Mcap,UNKNOWN,FAM,NFQ-MGB,20.88404846,21.10832977,0.317183018,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,26_11.04_rerun,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,26_11.04_rerun,D,UNKNOWN,FAM,NFQ-MGB,24.41732407,24.31858826,0.139634863,,,,FALSE,0.01,FALSE,3,20,,N,N
A5,20_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,31.29732895,31.06358337,0.330566168,,,,FALSE,0.01,FALSE,3,20,,N,N
A6,20_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,30.8298378,31.06358337,0.330566168,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,20_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,20_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,24.92602921,24.90335846,0.032059927,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,20_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,20_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,24.88068962,24.90335846,0.032059927,,,,FALSE,0.01,FALSE,3,20,,N,N
A9,26_11.04_rerun,Mcap,UNKNOWN,FAM,NFQ-MGB,20.28805161,20.51960373,0.327465504,,,,FALSE,0.01,FALSE,3,20,,N,N
A10,26_11.04_rerun,Mcap,UNKNOWN,FAM,NFQ-MGB,20.75115776,20.51960373,0.327465504,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,26_11.04_rerun,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,26_11.04_rerun,D,UNKNOWN,FAM,NFQ-MGB,24.21985054,24.31858826,0.139634863,,,,FALSE,0.01,FALSE,3,20,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,126_12.16_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.90353012,24.68539429,0.308489293,,,,FALSE,0.01,FALSE,3,20,,N,N
B2,126_12.16_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.46726036,24.68539429,0.308489293,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,126_12.16_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,126_12.16_reex,D,UNKNOWN,FAM,NFQ-MGB,24.88667679,24.82424355,0.08829394,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,126_12.16_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,126_12.16_reex,D,UNKNOWN,FAM,NFQ-MGB,24.7618103,24.82424355,0.08829394,,,,FALSE,0.01,FALSE,3,20,,N,N
B5,69_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.87645721,24.78567123,0.128392115,,,,FALSE,0.01,FALSE,3,20,,N,N
B6,69_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.69488335,24.78567123,0.128392115,,,,FALSE,0.01,FALSE,3,20,,N,N
B7,69_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,24.25576591,24.5149765,0.366580486,,,,FALSE,0.01,FALSE,3,20,,N,Y
B7,69_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,69_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,24.774189,24.5149765,0.366580486,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,69_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
B9,69_12.16_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.71085739,25.04565811,0.473479718,,,,FALSE,0.01,FALSE,3,20,,N,N
B10,69_12.16_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.38045883,25.04565811,0.473479718,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,69_12.16_reex,C,UNKNOWN,VIC,NFQ-MGB,26.40572357,26.34973526,0.079179429,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,69_12.16_reex,D,UNKNOWN,FAM,NFQ-MGB,36.09822845,36.09822845,,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,69_12.16_reex,C,UNKNOWN,VIC,NFQ-MGB,26.29374695,26.34973526,0.079179429,,,,FALSE,0.01,FALSE,3,20,,N,Y
B12,69_12.16_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.09822845,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C1,110_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.25823021,24.91382599,0.487059772,,,,FALSE,0.01,FALSE,3,20,,N,N
C2,110_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.56942368,24.91382599,0.487059772,,,,FALSE,0.01,FALSE,3,20,,N,N
C3,110_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,22.80861664,23.36993599,0.793825448,,,,FALSE,0.01,FALSE,3,20,,Y,Y
C3,110_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
C4,110_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,23.93125534,23.36993599,0.793825448,,,,FALSE,0.01,FALSE,3,20,,Y,Y
C4,110_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
C5,110_11.04_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,36.22240829,35.92886353,0.415132284,,,,FALSE,0.01,FALSE,3,20,,N,N
C6,110_11.04_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,35.63532257,35.92886353,0.415132284,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,110_11.04_reex,C,UNKNOWN,VIC,NFQ-MGB,26.2386055,26.20120239,0.052895982,,,,FALSE,0.01,FALSE,3,20,,N,Y
C7,110_11.04_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C8,110_11.04_reex,C,UNKNOWN,VIC,NFQ-MGB,26.16379929,26.20120239,0.052895982,,,,FALSE,0.01,FALSE,3,20,,N,Y
C8,110_11.04_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C9,72_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.37128258,26.77326393,0.568487465,,,,FALSE,0.01,FALSE,3,20,,Y,N
C10,72_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.17524529,26.77326393,0.568487465,,,,FALSE,0.01,FALSE,3,20,,Y,N
C11,72_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,23.55879211,23.69342041,0.190394506,,,,FALSE,0.01,FALSE,3,20,,N,Y
C11,72_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C12,72_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,23.82805061,23.69342041,0.190394506,,,,FALSE,0.01,FALSE,3,20,,N,Y
C12,72_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D1,129_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.49544907,27.10240173,0.555851519,,,,FALSE,0.01,FALSE,3,20,,Y,N
D2,129_11.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.70935631,27.10240173,0.555851519,,,,FALSE,0.01,FALSE,3,20,,Y,N
D3,129_11.24_reex,C,UNKNOWN,VIC,NFQ-MGB,29.65400505,29.57190514,0.116106816,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,129_11.24_reex,D,UNKNOWN,FAM,NFQ-MGB,34.13586426,34.13586426,,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,129_11.24_reex,C,UNKNOWN,VIC,NFQ-MGB,29.48980522,29.57190514,0.116106816,,,,FALSE,0.01,FALSE,3,20,,N,Y
D4,129_11.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,34.13586426,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D5,130_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.77486992,26.89789963,0.173988938,,,,FALSE,0.01,FALSE,3,20,,N,N
D6,130_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,27.02092743,26.89789963,0.173988938,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,130_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,24.87921715,24.75905228,0.169940144,,,,FALSE,0.01,FALSE,3,20,,N,Y
D7,130_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D8,130_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,24.6388855,24.75905228,0.169940144,,,,FALSE,0.01,FALSE,3,20,,N,Y
D8,130_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D9,126_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.34718132,26.08594513,0.369442403,,,,FALSE,0.01,FALSE,3,20,,N,N
