Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150819_KBayRecov_Mcap_redos_2.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-19 11:58:44 AM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,19_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,21.82280922,21.75004578,0.102904394,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,19_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,21.67728043,21.75004578,0.102904394,,,,TRUE,0.01,TRUE,3,20,,N,N
A4,44_11.04,C,UNKNOWN,VIC,NFQ-MGB,23.84511566,23.73566055,0.154791549,,,,FALSE,0.01,FALSE,3,20,,N,N
A4,44_11.04,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A5,110_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,32.36972809,31.99344063,0.532150805,,,,TRUE,0.01,TRUE,3,20,,Y,N
A6,110_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,31.61715317,31.99344063,0.532150805,,,,TRUE,0.01,TRUE,3,20,,Y,N
A7,110_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,25.77189064,25.73731995,0.048890345,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,110_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,110_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,25.70274925,25.73731995,0.048890345,,,,FALSE,0.01,FALSE,3,20,,N,Y
A8,110_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
A9,44_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,21.09442329,20.94033432,0.217914715,,,,TRUE,0.01,TRUE,3,20,,N,N
A10,44_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,20.78624535,20.94033432,0.217914715,,,,TRUE,0.01,TRUE,3,20,,N,N
A11,44_11.04,C,UNKNOWN,VIC,NFQ-MGB,23.62620735,23.73566055,0.154791549,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,44_11.04,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,138_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.23166466,24.93430138,0.420535177,,,,TRUE,0.01,TRUE,3,20,,N,N
B2,138_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,24.6369381,24.93430138,0.420535177,,,,TRUE,0.01,TRUE,3,20,,N,N
B3,138_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,32.44844818,32.78408813,0.474663883,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,138_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,24.8880806,25.03454781,0.207135916,,,,TRUE,0.01,TRUE,3,20,,N,N
B4,138_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,33.11972427,32.78408813,0.474663883,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,138_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,25.18101501,25.03454781,0.207135916,,,,TRUE,0.01,TRUE,3,20,,N,N
B5,111_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.68536377,34.76268387,0.109347135,,,,TRUE,0.01,TRUE,3,20,,N,N
B6,111_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.84000397,34.76268387,0.109347135,,,,TRUE,0.01,TRUE,3,20,,N,N
B7,111_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,23.99714661,24.1039238,0.151004404,,,,FALSE,0.01,FALSE,3,20,,N,Y
B7,111_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B8,111_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,24.21069908,24.1039238,0.151004404,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,111_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B9,112_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.63672638,34.20866776,0.60536629,,,,TRUE,0.01,TRUE,3,20,,Y,N
B10,112_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,33.78060913,34.20866776,0.60536629,,,,TRUE,0.01,TRUE,3,20,,Y,N
B11,112_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,29.29555511,29.29854584,0.004228172,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,112_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,26.65056038,26.94016647,0.409563512,,,,TRUE,0.01,TRUE,3,20,,N,N
B12,112_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,29.30153465,29.29854584,0.004228172,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,112_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,27.22977066,26.94016647,0.409563512,,,,TRUE,0.01,TRUE,3,20,,N,N
C1,130_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.4161911,28.36887169,0.066919751,,,,TRUE,0.01,TRUE,3,20,,N,N
C2,130_10.24_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.32155228,28.36887169,0.066919751,,,,TRUE,0.01,TRUE,3,20,,N,N
C3,130_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,24.33936119,24.33562851,0.00527746,,,,FALSE,0.01,FALSE,3,20,,N,Y
C3,130_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C4,130_10.24_reex,C,UNKNOWN,VIC,NFQ-MGB,24.33189774,24.33562851,0.00527746,,,,FALSE,0.01,FALSE,3,20,,N,Y
C4,130_10.24_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C5,57_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,33.84991455,34.26023102,0.580275118,,,,TRUE,0.01,TRUE,3,20,,Y,N
C6,57_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.67054749,34.26023102,0.580275118,,,,TRUE,0.01,TRUE,3,20,,Y,N
C7,57_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,26.88325119,26.95486069,0.101272471,,,,FALSE,0.01,FALSE,3,20,,N,Y
C7,57_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C8,57_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.02647209,26.95486069,0.101272471,,,,FALSE,0.01,FALSE,3,20,,N,Y
C8,57_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C9,83_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.43095016,29.12299728,0.978702426,,,,TRUE,0.01,TRUE,3,20,,Y,N
C10,83_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.8150444,29.12299728,0.978702426,,,,TRUE,0.01,TRUE,3,20,,Y,N
C11,83_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,26.47254372,26.43452835,0.053760499,,,,FALSE,0.01,FALSE,3,20,,N,Y
C11,83_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C12,83_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,26.39651489,26.43452835,0.053760499,,,,FALSE,0.01,FALSE,3,20,,N,Y
C12,83_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
D1,112_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.43018913,28.32657623,0.146530762,,,,TRUE,0.01,TRUE,3,20,,N,N
D2,112_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.22296333,28.32657623,0.146530762,,,,TRUE,0.01,TRUE,3,20,,N,N
D3,112_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,29.54144669,29.62757492,0.121802367,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,112_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,26.2839489,26.28456497,0.000869911,,,,TRUE,0.01,TRUE,3,20,,N,N
D4,112_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,29.71370125,29.62757492,0.121802367,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,112_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,26.28517914,26.28456497,0.000869911,,,,TRUE,0.01,TRUE,3,20,,N,N
D5,65_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,37.86344528,37.86344528,,,,,TRUE,0.01,TRUE,3,20,,N,N
D6,65_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.86344528,,,,,TRUE,0.01,TRUE,3,20,,N,N
D7,65_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.62481308,27.64588165,0.029794114,,,,FALSE,0.01,FALSE,3,20,,N,Y
D7,65_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
D8,65_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.66694832,27.64588165,0.029794114,,,,FALSE,0.01,FALSE,3,20,,N,Y
D8,65_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
D9,120_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,30.1633873,30.23729897,0.104526885,,,,TRUE,0.01,TRUE,3,20,,N,N
D10,120_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,30.31121063,30.23729897,0.104526885,,,,TRUE,0.01,TRUE,3,20,,N,N
D11,120_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.76811981,27.80945969,0.058462061,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,120_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,27.07720757,27.07673073,0.00067435,,,,TRUE,0.01,TRUE,3,20,,N,N
D12,120_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.85079765,27.80945969,0.058462061,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,120_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,27.07625389,27.07673073,0.00067435,,,,TRUE,0.01,TRUE,3,20,,N,N
E1,120_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,26.47513771,26.20155334,0.386905372,,,,TRUE,0.01,TRUE,3,20,,N,N
E2,120_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.92797089,26.20155334,0.386905372,,,,TRUE,0.01,TRUE,3,20,,N,N
E3,120_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,120_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,26.46858406,26.45336342,0.021525238,,,,TRUE,0.01,TRUE,3,20,,N,N
E4,120_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,120_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,26.43814278,26.45336342,0.021525238,,,,TRUE,0.01,TRUE,3,20,,N,N
E5,80_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.778162,25.65461349,0.174725324,,,,TRUE,0.01,TRUE,3,20,,N,N
E6,80_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,25.53106308,25.65461349,0.174725324,,,,TRUE,0.01,TRUE,3,20,,N,N
E7,80_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,80_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,24.2665844,24.23089981,0.050465625,,,,TRUE,0.01,TRUE,3,20,,N,N
E8,80_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,80_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,24.19521523,24.23089981,0.050465625,,,,TRUE,0.01,TRUE,3,20,,N,N
E9,84_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.42056847,29.38418388,0.051455569,,,,TRUE,0.01,TRUE,3,20,,N,N
E10,84_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.3477993,29.38418388,0.051455569,,,,TRUE,0.01,TRUE,3,20,,N,N
E11,84_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,24.61968231,24.5989933,0.02925868,,,,FALSE,0.01,FALSE,3,20,,N,Y
E11,84_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
E12,84_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,24.57830429,24.5989933,0.02925868,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,84_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
F1,122_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,32.7377243,32.65497971,0.117018536,,,,TRUE,0.01,TRUE,3,20,,N,N
F2,122_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,32.57223511,32.65497971,0.117018536,,,,TRUE,0.01,TRUE,3,20,,N,N
F3,122_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,28.02836037,27.86126709,0.23630558,,,,FALSE,0.01,FALSE,3,20,,Y,N
F3,122_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,31.7520504,33.20229721,2.050960064,,,,TRUE,0.01,TRUE,3,20,,Y,N
F4,122_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,27.69417381,27.86126709,0.23630558,,,,FALSE,0.01,FALSE,3,20,,Y,N
F4,122_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,34.65254593,33.20229721,2.050960064,,,,TRUE,0.01,TRUE,3,20,,Y,N
F5,137_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,31.66487885,31.53338242,0.185964033,,,,TRUE,0.01,TRUE,3,20,,N,N
F6,137_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,31.40188599,31.53338242,0.185964033,,,,TRUE,0.01,TRUE,3,20,,N,N
F7,137_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,26.81315422,26.78512955,0.03963422,,,,FALSE,0.01,FALSE,3,20,,N,Y
F7,137_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
F8,137_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,26.75710297,26.78512955,0.03963422,,,,FALSE,0.01,FALSE,3,20,,N,Y
F8,137_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
F9,109_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
F10,109_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
F11,109_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.33330917,27.36750221,0.048356261,,,,FALSE,0.01,FALSE,3,20,,N,Y
F11,109_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
F12,109_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.40169525,27.36750221,0.048356261,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,109_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
G1,80_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,29.35981178,29.02153778,0.478391677,,,,TRUE,0.01,TRUE,3,20,,N,N
G2,80_05.06_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,28.68326378,29.02153778,0.478391677,,,,TRUE,0.01,TRUE,3,20,,N,N
G3,80_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,28.18711662,28.17475128,0.017488582,,,,FALSE,0.01,FALSE,3,20,,Y,N
G3,80_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,31.27701569,30.83912659,0.619270027,,,,TRUE,0.01,TRUE,3,20,,Y,N
G4,80_05.06_reex,C,UNKNOWN,VIC,NFQ-MGB,28.16238403,28.17475128,0.017488582,,,,FALSE,0.01,FALSE,3,20,,Y,N
G4,80_05.06_reex,D,UNKNOWN,FAM,NFQ-MGB,30.40123558,30.83912659,0.619270027,,,,TRUE,0.01,TRUE,3,20,,Y,N
G5,126_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.96135712,34.78803253,0.245120674,,,,TRUE,0.01,TRUE,3,20,,N,N
G6,126_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,34.61470413,34.78803253,0.245120674,,,,TRUE,0.01,TRUE,3,20,,N,N
G7,126_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.58070374,,,,,FALSE,0.01,FALSE,3,20,,N,N
G7,126_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,29.26199532,29.04404449,0.30823037,,,,TRUE,0.01,TRUE,3,20,,N,N
G8,126_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,39.58070374,39.58070374,,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,126_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,28.82609177,29.04404449,0.30823037,,,,TRUE,0.01,TRUE,3,20,,N,N
G9,121_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,31.35611725,31.04683876,0.437385827,,,,TRUE,0.01,TRUE,3,20,,N,N
G10,121_01.14_reex,Mcap,UNKNOWN,FAM,NFQ-MGB,30.73756027,31.04683876,0.437385827,,,,TRUE,0.01,TRUE,3,20,,N,N
G11,121_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,26.76359177,26.88396835,0.170239553,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,121_01.14_reex,D,UNKNOWN,FAM,NFQ-MGB,35.17793655,35.17793655,,,,,TRUE,0.01,TRUE,3,20,,N,N
G12,121_01.14_reex,C,UNKNOWN,VIC,NFQ-MGB,27.00434685,26.88396835,0.170239553,,,,FALSE,0.01,FALSE,3,20,,N,N
