Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150810_KBayRecov_Mcap_2.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-10 12:07:29 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,80_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.68344879,23.45313072,0.325718939,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,80_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.22281265,23.45313072,0.325718939,,,,TRUE,0.01,TRUE,3,20,,N,N
A4,80_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.93492317,26.19572258,0.368826061,,,,FALSE,0.01,FALSE,3,20,,Y,N
A4,80_11.24,D,UNKNOWN,FAM,NFQ-MGB,36.99451447,38.15754318,1.64477098,,,,TRUE,0.01,TRUE,3,20,,Y,N
A5,78_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.51036644,23.11849403,0.554191291,,,,TRUE,0.01,TRUE,3,20,,Y,N
A6,78_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.72662163,23.11849403,0.554191291,,,,TRUE,0.01,TRUE,3,20,,Y,N
A7,78_10.24,C,UNKNOWN,VIC,NFQ-MGB,28.73994064,28.446661,0.414760053,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,78_10.24,D,UNKNOWN,FAM,NFQ-MGB,27.4084568,27.25204849,0.2211961,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,78_10.24,C,UNKNOWN,VIC,NFQ-MGB,28.15338135,28.446661,0.414760053,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,78_10.24,D,UNKNOWN,FAM,NFQ-MGB,27.09563828,27.25204849,0.2211961,,,,TRUE,0.01,TRUE,3,20,,N,N
A9,80_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.08329582,25.77627182,0.434196144,,,,TRUE,0.01,TRUE,3,20,,N,N
A10,80_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,25.46924973,25.77627182,0.434196144,,,,TRUE,0.01,TRUE,3,20,,N,N
A11,80_11.24,C,UNKNOWN,VIC,NFQ-MGB,26.45652199,26.19572258,0.368826061,,,,FALSE,0.01,FALSE,3,20,,Y,N
A11,80_11.24,D,UNKNOWN,FAM,NFQ-MGB,39.3205719,38.15754318,1.64477098,,,,TRUE,0.01,TRUE,3,20,,Y,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,77_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.40492439,22.0992775,0.432249993,,,,TRUE,0.01,TRUE,3,20,,N,N
B2,77_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,21.7936306,22.0992775,0.432249993,,,,TRUE,0.01,TRUE,3,20,,N,N
B3,77_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.58519745,26.63269806,0.067176007,,,,FALSE,0.01,FALSE,3,20,,N,Y
B3,77_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B4,77_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.68019867,26.63269806,0.067176007,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,77_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B5,78_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.86775208,23.04286957,0.247652188,,,,TRUE,0.01,TRUE,3,20,,N,N
B6,78_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.21798515,23.04286957,0.247652188,,,,TRUE,0.01,TRUE,3,20,,N,N
B7,78_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,32.42438507,32.18645477,0.336485595,,,,FALSE,0.01,FALSE,3,20,,N,N
B7,78_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,24.97070122,25.04048538,0.098688364,,,,TRUE,0.01,TRUE,3,20,,N,N
B8,78_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,31.94852257,32.18645477,0.336485595,,,,FALSE,0.01,FALSE,3,20,,N,N
B8,78_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,25.11026764,25.04048538,0.098688364,,,,TRUE,0.01,TRUE,3,20,,N,N
B9,79_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.41251564,23.3451252,0.095304474,,,,TRUE,0.01,TRUE,3,20,,N,N
B10,79_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.27773476,23.3451252,0.095304474,,,,TRUE,0.01,TRUE,3,20,,N,N
B11,79_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.58876991,27.67868996,0.127166152,,,,FALSE,0.01,FALSE,3,20,,N,Y
B11,79_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B12,79_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.76861,27.67868996,0.127166152,,,,FALSE,0.01,FALSE,3,20,,N,Y
B12,79_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C1,77_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.53098869,23.08231163,0.63452518,,,,TRUE,0.01,TRUE,3,20,,Y,N
C2,77_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.63363457,23.08231163,0.63452518,,,,TRUE,0.01,TRUE,3,20,,Y,N
C3,77_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,28.25969315,28.20335579,0.079673052,,,,FALSE,0.01,FALSE,3,20,,N,N
C3,77_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,33.6346283,33.98719025,0.498595208,,,,TRUE,0.01,TRUE,3,20,,N,N
C4,77_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,28.14701843,28.20335579,0.079673052,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,77_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,34.33974838,33.98719025,0.498595208,,,,TRUE,0.01,TRUE,3,20,,N,N
C5,78_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.30084991,23.03089714,0.381770879,,,,TRUE,0.01,TRUE,3,20,,N,N
C6,78_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.76094437,23.03089714,0.381770879,,,,TRUE,0.01,TRUE,3,20,,N,N
C7,78_11.24,C,UNKNOWN,VIC,NFQ-MGB,26.7033062,26.71922684,0.022516532,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,78_11.24,D,UNKNOWN,FAM,NFQ-MGB,26.42569542,26.15682983,0.380234718,,,,TRUE,0.01,TRUE,3,20,,N,N
C8,78_11.24,C,UNKNOWN,VIC,NFQ-MGB,26.73514938,26.71922684,0.022516532,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,78_11.24,D,UNKNOWN,FAM,NFQ-MGB,25.88796234,26.15682983,0.380234718,,,,TRUE,0.01,TRUE,3,20,,N,N
C9,79_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.06607056,23.4285183,0.512578487,,,,TRUE,0.01,TRUE,3,20,,Y,N
C10,79_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.79096603,23.4285183,0.512578487,,,,TRUE,0.01,TRUE,3,20,,Y,N
C11,79_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,34.6217041,35.13605499,0.727404714,,,,FALSE,0.01,FALSE,3,20,,Y,Y
C11,79_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,Y
C12,79_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,35.6504097,35.13605499,0.727404714,,,,FALSE,0.01,FALSE,3,20,,Y,N
C12,79_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,N
D1,77_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.62403107,23.21286774,0.581472754,,,,TRUE,0.01,TRUE,3,20,,Y,N
D2,77_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.80170441,23.21286774,0.581472754,,,,TRUE,0.01,TRUE,3,20,,Y,N
D3,77_11.24,C,UNKNOWN,VIC,NFQ-MGB,28.82468033,28.5997448,0.31810689,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,77_11.24,D,UNKNOWN,FAM,NFQ-MGB,35.39678574,35.39678574,,,,,TRUE,0.01,TRUE,3,20,,N,N
D4,77_11.24,C,UNKNOWN,VIC,NFQ-MGB,28.37480927,28.5997448,0.31810689,,,,FALSE,0.01,FALSE,3,20,,N,Y
D4,77_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.39678574,,,,,TRUE,0.01,TRUE,3,20,,N,Y
D5,78_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.3150177,21.42596436,0.15690361,,,,TRUE,0.01,TRUE,3,20,,N,N
D6,78_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.53691292,21.42596436,0.15690361,,,,TRUE,0.01,TRUE,3,20,,N,N
D7,78_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,34.12295151,34.44187927,0.451034665,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,78_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,23.93977928,23.96816254,0.040141333,,,,TRUE,0.01,TRUE,3,20,,N,N
D8,78_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,34.76081085,34.44187927,0.451034665,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,78_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,23.9965477,23.96816254,0.040141333,,,,TRUE,0.01,TRUE,3,20,,N,N
D9,79_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,23.62229347,23.57066536,0.073013179,,,,TRUE,0.01,TRUE,3,20,,N,N
D10,79_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,23.51903725,23.57066536,0.073013179,,,,TRUE,0.01,TRUE,3,20,,N,N
D11,79_01.14,C,UNKNOWN,VIC,NFQ-MGB,29.15355492,29.24702072,0.13217926,,,,FALSE,0.01,FALSE,3,20,,N,Y
D11,79_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
D12,79_01.14,C,UNKNOWN,VIC,NFQ-MGB,29.34048462,29.24702072,0.13217926,,,,FALSE,0.01,FALSE,3,20,,N,Y
D12,79_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
E1,77_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.80429268,21.76289177,0.058549728,,,,TRUE,0.01,TRUE,3,20,,N,N
E2,77_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.72149086,21.76289177,0.058549728,,,,TRUE,0.01,TRUE,3,20,,N,N
E3,77_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,26.36404991,26.50079346,0.193383232,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,77_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,28.88932037,28.63757706,0.356018811,,,,TRUE,0.01,TRUE,3,20,,N,N
E4,77_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,26.6375351,26.50079346,0.193383232,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,77_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,28.38583374,28.63757706,0.356018811,,,,TRUE,0.01,TRUE,3,20,,N,N
E5,78_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,22.09567833,22.30628204,0.297837287,,,,TRUE,0.01,TRUE,3,20,,N,N
E6,78_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,22.51688385,22.30628204,0.297837287,,,,TRUE,0.01,TRUE,3,20,,N,N
E7,78_01.14,C,UNKNOWN,VIC,NFQ-MGB,24.9925499,24.90510559,0.123666272,,,,FALSE,0.01,FALSE,3,20,,N,Y
E7,78_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.16928482,,,,,TRUE,0.01,TRUE,3,20,,N,Y
E8,78_01.14,C,UNKNOWN,VIC,NFQ-MGB,24.81765938,24.90510559,0.123666272,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,78_01.14,D,UNKNOWN,FAM,NFQ-MGB,39.16928482,39.16928482,,,,,TRUE,0.01,TRUE,3,20,,N,N
E9,79_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,21.89962769,21.82038498,0.112066112,,,,TRUE,0.01,TRUE,3,20,,N,N
E10,79_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,21.74114227,21.82038498,0.112066112,,,,TRUE,0.01,TRUE,3,20,,N,N
E11,79_05.06,C,UNKNOWN,VIC,NFQ-MGB,26.80411339,26.87404251,0.098894715,,,,FALSE,0.01,FALSE,3,20,,N,Y
E11,79_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
E12,79_05.06,C,UNKNOWN,VIC,NFQ-MGB,26.94397163,26.87404251,0.098894715,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,79_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
F1,77_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,23.43152428,22.9956665,0.61639595,,,,TRUE,0.01,TRUE,3,20,,Y,N
