Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150811_KBayRecov_Mcap_1.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-11 20:25:21 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
C4,83_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,31.37946892,31.21207047,0.236738518,,,,FALSE,0.01,FALSE,3,20,,N,Y
C4,83_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C5,84_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.24179459,26.22420883,0.024870012,,,,FALSE,0.01,FALSE,3,20,,N,N
C6,84_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,26.20662308,26.22420883,0.024870012,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,84_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.96120453,25.69193268,0.380806565,,,,FALSE,0.01,FALSE,3,20,,N,Y
C7,84_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C8,84_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.42266273,25.69193268,0.380806565,,,,FALSE,0.01,FALSE,3,20,,N,Y
C8,84_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C9,91_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.39048004,23.49849701,0.152760416,,,,FALSE,0.01,FALSE,3,20,,N,N
C10,91_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.60651588,23.49849701,0.152760416,,,,FALSE,0.01,FALSE,3,20,,N,N
C11,91_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,24.91810036,24.83142853,0.122571126,,,,FALSE,0.01,FALSE,3,20,,N,Y
C11,91_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
C12,91_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,24.74475861,24.83142853,0.122571126,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,91_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D1,83_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,25.22110367,24.951828,0.38081196,,,,FALSE,0.01,FALSE,3,20,,N,N
D2,83_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.68255424,24.951828,0.38081196,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,83_11.24,C,UNKNOWN,VIC,NFQ-MGB,26.20146751,26.57764626,0.531997085,,,,FALSE,0.01,FALSE,3,20,,Y,Y
D3,83_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
D4,83_11.24,C,UNKNOWN,VIC,NFQ-MGB,26.953825,26.57764626,0.531997085,,,,FALSE,0.01,FALSE,3,20,,Y,Y
D4,83_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,Y,Y
D5,84_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.64497185,22.62025833,0.034951538,,,,FALSE,0.01,FALSE,3,20,,N,N
D6,84_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.59554291,22.62025833,0.034951538,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,84_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,24.60741234,24.75008202,0.201765388,,,,FALSE,0.01,FALSE,3,20,,N,Y
D7,84_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D8,84_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,24.89275169,24.75008202,0.201765388,,,,FALSE,0.01,FALSE,3,20,,N,Y
D8,84_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
D9,92_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,25.5717392,25.61314583,0.05855782,,,,FALSE,0.01,FALSE,3,20,,N,N
D10,92_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,25.65455246,25.61314583,0.05855782,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,92_10.24,C,UNKNOWN,VIC,NFQ-MGB,24.84514046,24.88774109,0.060247742,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,92_10.24,D,UNKNOWN,FAM,NFQ-MGB,28.04815292,28.30687523,0.365888596,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,92_10.24,C,UNKNOWN,VIC,NFQ-MGB,24.93034363,24.88774109,0.060247742,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,92_10.24,D,UNKNOWN,FAM,NFQ-MGB,28.56559753,28.30687523,0.365888596,,,,FALSE,0.01,FALSE,3,20,,N,N
E1,83_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,25.7453022,25.54599571,0.281861931,,,,FALSE,0.01,FALSE,3,20,,N,N
E2,83_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,25.34668922,25.54599571,0.281861931,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,83_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.57184219,25.54290009,0.040928975,,,,FALSE,0.01,FALSE,3,20,,N,Y
E3,83_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
E4,83_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.51395988,25.54290009,0.040928975,,,,FALSE,0.01,FALSE,3,20,,N,Y
E4,83_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
E5,84_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,26.83911896,26.79370499,0.064223707,,,,FALSE,0.01,FALSE,3,20,,N,N
E6,84_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,26.74829292,26.79370499,0.064223707,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,84_01.14,C,UNKNOWN,VIC,NFQ-MGB,23.33016586,23.40501785,0.105856702,,,,FALSE,0.01,FALSE,3,20,,N,Y
E7,84_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
E8,84_01.14,C,UNKNOWN,VIC,NFQ-MGB,23.47986984,23.40501785,0.105856702,,,,FALSE,0.01,FALSE,3,20,,N,Y
E8,84_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
E9,92_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.85259056,23.91680527,0.090814658,,,,FALSE,0.01,FALSE,3,20,,N,N
E10,92_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.98102188,23.91680527,0.090814658,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,92_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.58007622,27.78473663,0.289432198,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,92_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,27.32996559,27.44179916,0.158155203,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,92_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.98939514,27.78473663,0.289432198,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,92_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,27.55363083,27.44179916,0.158155203,,,,FALSE,0.01,FALSE,3,20,,N,N
F1,83_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,29.74506569,28.62283516,1.587073684,,,,FALSE,0.01,FALSE,3,20,,Y,N
F2,83_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,27.50060463,28.62283516,1.587073684,,,,FALSE,0.01,FALSE,3,20,,Y,N
F3,83_01.14,C,UNKNOWN,VIC,NFQ-MGB,25.42728424,25.539711,0.158996791,,,,FALSE,0.01,FALSE,3,20,,N,Y
F3,83_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
F4,83_01.14,C,UNKNOWN,VIC,NFQ-MGB,25.65213966,25.539711,0.158996791,,,,FALSE,0.01,FALSE,3,20,,N,Y
F4,83_01.14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
F5,84_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.22713852,23.07468033,0.215608448,,,,FALSE,0.01,FALSE,3,20,,N,N
F6,84_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,22.92222214,23.07468033,0.215608448,,,,FALSE,0.01,FALSE,3,20,,N,N
F7,84_05.06,C,UNKNOWN,VIC,NFQ-MGB,26.13970757,26.12885094,0.015353591,,,,FALSE,0.01,FALSE,3,20,,N,Y
F7,84_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
F8,84_05.06,C,UNKNOWN,VIC,NFQ-MGB,26.11799431,26.12885094,0.015353591,,,,FALSE,0.01,FALSE,3,20,,N,Y
F8,84_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
F9,92_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.46826553,22.30976868,0.224149749,,,,FALSE,0.01,FALSE,3,20,,N,N
F10,92_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.15126991,22.30976868,0.224149749,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,92_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.27751732,25.30099487,0.033202276,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,92_11.24,D,UNKNOWN,FAM,NFQ-MGB,28.30574608,28.43393898,0.181292146,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,92_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.32447243,25.30099487,0.033202276,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,92_11.24,D,UNKNOWN,FAM,NFQ-MGB,28.56213188,28.43393898,0.181292146,,,,FALSE,0.01,FALSE,3,20,,N,N
G1,83_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,25.20660973,24.51717377,0.975011051,,,,FALSE,0.01,FALSE,3,20,,Y,N
G2,83_05.06,Mcap,UNKNOWN,FAM,NFQ-MGB,23.8277359,24.51717377,0.975011051,,,,FALSE,0.01,FALSE,3,20,,Y,N
G3,83_05.06,C,UNKNOWN,VIC,NFQ-MGB,24.68181038,24.68109131,0.001018268,,,,FALSE,0.01,FALSE,3,20,,N,Y
G3,83_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
G4,83_05.06,C,UNKNOWN,VIC,NFQ-MGB,24.68037033,24.68109131,0.001018268,,,,FALSE,0.01,FALSE,3,20,,N,Y
G4,83_05.06,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
G5,91_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.2325573,22.27491951,0.059909217,,,,FALSE,0.01,FALSE,3,20,,N,N
G6,91_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.31728172,22.27491951,0.059909217,,,,FALSE,0.01,FALSE,3,20,,N,N
G7,91_10.24,C,UNKNOWN,VIC,NFQ-MGB,29.56086922,29.59109688,0.042748369,,,,FALSE,0.01,FALSE,3,20,,N,Y
G7,91_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
G8,91_10.24,C,UNKNOWN,VIC,NFQ-MGB,29.62132454,29.59109688,0.042748369,,,,FALSE,0.01,FALSE,3,20,,N,Y
G8,91_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
G9,92_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.55193329,21.52228928,0.041924313,,,,FALSE,0.01,FALSE,3,20,,N,N
G10,92_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,21.49264336,21.52228928,0.041924313,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,92_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.18395424,25.05089569,0.188174546,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,92_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,25.47215271,25.54819489,0.107541226,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,92_12.16_1:2,C,UNKNOWN,VIC,NFQ-MGB,24.91783524,25.05089569,0.188174546,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,92_12.16_1:2,D,UNKNOWN,FAM,NFQ-MGB,25.62423897,25.54819489,0.107541226,,,,FALSE,0.01,FALSE,3,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,80_01.14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H2,80_01.14,D,UNKNOWN,FAM,NFQ-MGB,25.29348373,25.37322617,0.112774178,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,80_01.14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,80_01.14,D,UNKNOWN,FAM,NFQ-MGB,25.4529705,25.37322617,0.112774178,,,,FALSE,0.01,FALSE,3,20,,N,N
H4,,,,,,,,,,,,,,,,,,N,N
H5,91_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.71687126,24.53338242,0.259493768,,,,FALSE,0.01,FALSE,3,20,,N,N
H6,91_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.34989166,24.53338242,0.259493768,,,,FALSE,0.01,FALSE,3,20,,N,N
H7,91_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.52530098,27.54047203,0.021455105,,,,FALSE,0.01,FALSE,3,20,,N,Y
H7,91_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y
H8,91_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,27.55564308,27.54047203,0.021455105,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,91_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,Mcap,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H10,NTC,Mcap,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
