Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150812_KBayRecov_Mcap_5.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-12 18:42:41 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,138_01.14,Mcap,UNKNOWN,FAM,NFQ-MGB,27.62236023,27.56102943,0.086734839,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,,,,,,,,,,,,,,,,,,N,N
A4,137_11.24,C,UNKNOWN,VIC,NFQ-MGB,27.3094368,27.99879646,0.974901795,,,,FALSE,0.01,FALSE,3,20,,Y,N
A4,137_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,N
A5,132_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.43411255,24.41914368,0.02117053,,,,TRUE,0.01,TRUE,3,20,,N,N
A6,132_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.4041729,24.41914368,0.02117053,,,,TRUE,0.01,TRUE,3,20,,N,N
A7,132_10.24,C,UNKNOWN,VIC,NFQ-MGB,25.55781555,25.39787865,0.226184934,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,132_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,132_10.24,C,UNKNOWN,VIC,NFQ-MGB,25.23794174,25.39787865,0.226184934,,,,FALSE,0.01,FALSE,3,20,,N,Y
A8,132_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
A9,137_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,27.6549015,27.77790451,0.17395252,,,,TRUE,0.01,TRUE,3,20,,N,N
A10,137_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,27.90090752,27.77790451,0.17395252,,,,TRUE,0.01,TRUE,3,20,,N,N
A11,137_11.24,C,UNKNOWN,VIC,NFQ-MGB,28.68815613,27.99879646,0.974901795,,,,FALSE,0.01,FALSE,3,20,,Y,N
A11,137_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,131_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.58070564,22.40934372,0.242341012,,,,TRUE,0.01,TRUE,3,20,,N,N
B2,131_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.2379837,22.40934372,0.242341012,,,,TRUE,0.01,TRUE,3,20,,N,N
B3,131_10.24,C,UNKNOWN,VIC,NFQ-MGB,28.94253349,29.0292244,0.122598104,,,,FALSE,0.01,FALSE,3,20,,Y,N
B3,131_10.24,D,UNKNOWN,FAM,NFQ-MGB,33.2005806,34.05904388,1.214050412,,,,TRUE,0.01,TRUE,3,20,,Y,N
B4,131_10.24,C,UNKNOWN,VIC,NFQ-MGB,29.11591339,29.0292244,0.122598104,,,,FALSE,0.01,FALSE,3,20,,Y,N
B4,131_10.24,D,UNKNOWN,FAM,NFQ-MGB,34.91750717,34.05904388,1.214050412,,,,TRUE,0.01,TRUE,3,20,,Y,N
B5,132_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.06379509,22.87758255,0.263342947,,,,TRUE,0.01,TRUE,3,20,,N,N
B6,132_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,22.69137192,22.87758255,0.263342947,,,,TRUE,0.01,TRUE,3,20,,N,N
B7,132_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.59853172,25.59276581,0.008155583,,,,FALSE,0.01,FALSE,3,20,,N,Y
B7,132_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B8,132_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,25.58699799,25.59276581,0.008155583,,,,FALSE,0.01,FALSE,3,20,,N,Y
B8,132_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B9,137_12.16,Mcap,UNKNOWN,FAM,NFQ-MGB,34.42005157,33.59697723,1.164002895,,,,TRUE,0.01,TRUE,3,20,,Y,N
B10,137_12.16,Mcap,UNKNOWN,FAM,NFQ-MGB,32.77390289,33.59697723,1.164002895,,,,TRUE,0.01,TRUE,3,20,,Y,N
B11,137_12.16,C,UNKNOWN,VIC,NFQ-MGB,32.45833206,33.46222687,1.419721603,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B11,137_12.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,Y
B12,137_12.16,C,UNKNOWN,VIC,NFQ-MGB,34.46612167,33.46222687,1.419721603,,,,FALSE,0.01,FALSE,3,20,,Y,Y
B12,137_12.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,Y
C1,131_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.46734047,24.05947113,0.576812983,,,,TRUE,0.01,TRUE,3,20,,Y,N
C2,131_11.04_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,23.6516037,24.05947113,0.576812983,,,,TRUE,0.01,TRUE,3,20,,Y,N
C3,131_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,29.98505592,30.1708107,0.262695581,,,,FALSE,0.01,FALSE,3,20,,N,Y
C3,131_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C4,131_11.04_1:2,C,UNKNOWN,VIC,NFQ-MGB,30.35656357,30.1708107,0.262695581,,,,FALSE,0.01,FALSE,3,20,,N,Y
C4,131_11.04_1:2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
C5,132_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,25.99538612,25.33425522,0.934980273,,,,TRUE,0.01,TRUE,3,20,,Y,N
C6,132_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,24.67312431,25.33425522,0.934980273,,,,TRUE,0.01,TRUE,3,20,,Y,N
