Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Documents\KBayqPCR\20150808_KBayRecov_Mcap_3.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-08-08 13:28:59 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,66_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,25.40476608,25.1427536,0.370540261,,,,TRUE,0.01,TRUE,3,20,,N,N
A3,66_12.16_1:2,Mcap,UNKNOWN,FAM,NFQ-MGB,24.88074303,25.1427536,0.370540261,,,,TRUE,0.01,TRUE,3,20,,N,N
A4,66_11.24,C,UNKNOWN,VIC,NFQ-MGB,25.50357437,25.08613396,0.590349913,,,,FALSE,0.01,FALSE,3,20,,Y,N
A4,66_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,N
A5,58_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.68492126,22.63601875,0.069158599,,,,TRUE,0.01,TRUE,3,20,,N,N
A6,58_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,22.58711624,22.63601875,0.069158599,,,,TRUE,0.01,TRUE,3,20,,N,N
A7,58_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.53398132,26.58153534,0.067250185,,,,FALSE,0.01,FALSE,3,20,,N,N
A7,58_10.24,D,UNKNOWN,FAM,NFQ-MGB,24.93040466,25.16296196,0.328885674,,,,TRUE,0.01,TRUE,3,20,,N,N
A8,58_10.24,C,UNKNOWN,VIC,NFQ-MGB,26.62908745,26.58153534,0.067250185,,,,FALSE,0.01,FALSE,3,20,,N,N
A8,58_10.24,D,UNKNOWN,FAM,NFQ-MGB,25.39551926,25.16296196,0.328885674,,,,TRUE,0.01,TRUE,3,20,,N,N
A9,66_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.50048256,23.48477936,0.022206331,,,,TRUE,0.01,TRUE,3,20,,N,N
A10,66_11.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.46907806,23.48477936,0.022206331,,,,TRUE,0.01,TRUE,3,20,,N,N
A11,66_11.24,C,UNKNOWN,VIC,NFQ-MGB,24.66869354,25.08613396,0.590349913,,,,FALSE,0.01,FALSE,3,20,,Y,Y
A11,66_11.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,Y,Y
A12,,,,,,,,,,,,,,,,,,N,N
B1,57_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.84747696,23.54430962,0.428743362,,,,TRUE,0.01,TRUE,3,20,,N,N
B2,57_10.24,Mcap,UNKNOWN,FAM,NFQ-MGB,23.24114227,23.54430962,0.428743362,,,,TRUE,0.01,TRUE,3,20,,N,N
B3,57_10.24,C,UNKNOWN,VIC,NFQ-MGB,28.83108521,28.83987236,0.012426914,,,,FALSE,0.01,FALSE,3,20,,N,Y
B3,57_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B4,57_10.24,C,UNKNOWN,VIC,NFQ-MGB,28.84865952,28.83987236,0.012426914,,,,FALSE,0.01,FALSE,3,20,,N,Y
B4,57_10.24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.01,TRUE,3,20,,N,Y
B5,58_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,26.31649017,26.02690506,0.409533858,,,,TRUE,0.01,TRUE,3,20,,N,N
B6,58_11.04,Mcap,UNKNOWN,FAM,NFQ-MGB,25.73732185,26.02690506,0.409533858,,,,TRUE,0.01,TRUE,3,20,,N,N
B7,58_11.04,C,UNKNOWN,VIC,NFQ-MGB,31.25133896,31.13589287,0.163265422,,,,FALSE,0.01,FALSE,3,20,,N,N
