# Constructed from biom file
#OTU ID	6K	58K	128K	127K	3K	66K	20K	110K	11K
denovo65	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo66	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo67	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo68	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo69	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo70	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo71	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo72	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo73	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo74	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo75	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo76	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo77	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo78	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0
denovo79	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo80	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo81	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo82	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
denovo83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo85	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo86	0.0	0.0	2.0	8.0	6.0	4.0	0.0	3.0	0.0
denovo87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo88	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo89	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo90	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo91	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo92	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo94	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo95	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo96	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo97	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo98	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo99	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo100	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo101	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo102	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo103	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
denovo104	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo105	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo106	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo107	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo108	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo109	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo110	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo111	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo112	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo113	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo114	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo115	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo116	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo117	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo118	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo119	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo120	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo121	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo122	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo123	0.0	0.0	10.0	12.0	6.0	7.0	0.0	0.0	0.0
denovo124	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo125	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo126	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo127	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo128	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo130	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo131	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0
denovo132	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo133	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo134	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo135	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo136	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo137	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo138	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo139	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo140	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo141	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo144	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
denovo145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo147	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo148	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo149	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo150	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo151	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo152	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo153	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo155	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo156	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo157	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo158	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo159	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo160	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo161	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo162	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo163	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo164	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo165	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
denovo166	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo167	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo168	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo169	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo170	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo171	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo172	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo173	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo174	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo175	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo176	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo177	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo178	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo179	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo180	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo182	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo183	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo184	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo185	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo186	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo187	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo188	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo189	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo190	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo191	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo192	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo193	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo194	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo195	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
denovo196	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo197	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo198	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo199	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
denovo200	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo203	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo204	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo205	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo206	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo207	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo208	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo209	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo211	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo215	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo216	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo217	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo219	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo220	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo221	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo222	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo223	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo224	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo225	0.0	0.0	2.0	2.0	3.0	2.0	0.0	0.0	0.0
denovo226	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo227	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo229	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo230	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo232	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo233	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo234	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo235	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo238	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo239	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo240	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo241	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo242	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo243	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo244	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo245	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo246	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo247	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo248	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo249	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo250	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo251	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo252	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo253	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo254	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo255	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo256	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo257	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo258	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo259	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo260	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo261	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo262	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo263	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo264	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo265	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo266	0.0	0.0	0.0	3.0	4.0	2.0	0.0	0.0	0.0
denovo267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo268	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo269	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo270	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo271	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo272	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo273	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo274	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo275	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo276	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo277	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo278	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo279	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo280	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo281	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo282	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo283	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo284	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo285	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo286	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo287	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo288	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo289	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo290	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo291	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo292	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo293	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo294	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo296	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo301	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo302	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo303	0.0	0.0	4.0	1.0	2.0	3.0	0.0	1.0	0.0
denovo304	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
denovo306	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo308	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo309	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo310	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo311	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo312	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo313	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo314	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo315	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo316	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo317	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo318	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo319	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo322	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo323	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo324	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo325	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo326	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo327	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo328	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo329	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo330	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo331	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo332	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo333	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo334	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo335	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo336	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo337	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo338	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
