# Constructed from biom file
#OTU ID	6K	58K	128K	127K	3K	66K	20K	110K	11K
denovo23946	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23947	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23948	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23949	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23950	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23951	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23952	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23953	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo23954	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23956	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo23958	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0
denovo23959	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo23961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo23962	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23963	0.0	0.0	1.0	3.0	2.0	1.0	0.0	4.0	0.0
denovo23964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo23965	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23966	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
denovo23967	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23968	0.0	0.0	2.0	9.0	6.0	2.0	0.0	7.0	0.0
denovo23969	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23970	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23971	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23972	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23973	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23974	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23975	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo23976	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23977	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23978	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23979	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23980	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo23981	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23982	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo23983	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23984	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23985	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23986	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23987	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo23988	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23989	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0
denovo23990	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23991	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23992	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23993	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23994	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23995	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo23996	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo23997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo23998	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo23999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24001	0.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0
denovo24002	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
denovo24003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24004	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24005	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24006	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24007	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24008	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24009	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24011	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24012	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24013	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24014	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24015	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
denovo24016	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24017	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
denovo24018	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
denovo24019	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24020	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24021	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24022	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24023	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24024	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24025	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24026	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24027	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24028	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24029	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24030	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24031	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24032	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24036	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24037	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24039	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24040	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24041	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24042	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24043	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24044	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24045	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24046	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24047	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24048	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24049	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24050	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24051	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24052	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0
denovo24053	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24054	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24055	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24056	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24057	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24058	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24059	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24060	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24061	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24062	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24063	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
denovo24064	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24065	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24066	0.0	0.0	28.0	66.0	24.0	171.0	0.0	24.0	0.0
denovo24067	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24068	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
denovo24069	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24070	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24072	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24073	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24074	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24075	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24076	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24077	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24078	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24079	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24080	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24081	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24082	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24083	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24084	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24085	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24086	10.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24087	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24088	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24089	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24090	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24091	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24093	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24094	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24095	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24096	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
denovo24097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24098	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
denovo24099	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24101	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24102	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24103	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0
denovo24104	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24107	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24108	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24109	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24110	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24111	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24112	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24113	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24114	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24115	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24116	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24117	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24118	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24119	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24120	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24121	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24122	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24123	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24124	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24125	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24126	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24128	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24129	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
denovo24130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24131	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24132	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24133	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24134	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24135	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24136	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24137	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24138	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24139	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24140	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24141	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24142	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24143	0.0	0.0	0.0	2.0	6.0	3.0	0.0	0.0	0.0
denovo24144	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24145	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24146	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24147	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24148	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24149	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
denovo24150	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24151	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24152	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24153	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24154	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24155	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24156	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24157	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24158	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24159	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24160	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24161	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24162	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24163	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24164	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24165	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24166	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24167	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24168	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24169	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24170	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24171	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24172	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24173	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24174	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24175	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24176	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24177	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24178	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24179	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
denovo24180	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24181	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24182	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24183	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24184	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24185	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24186	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24187	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24188	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24189	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24190	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24191	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24192	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24193	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24194	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24195	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24196	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24197	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24198	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24199	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24200	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24203	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24204	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24205	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24206	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24207	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24208	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24209	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24210	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24211	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24212	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24213	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24214	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24215	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24216	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24217	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24218	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24219	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24221	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24222	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24223	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24224	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24225	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24226	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24228	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24231	0.0	0.0	2.0	4.0	0.0	24.0	0.0	5.0	0.0
denovo24232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
denovo24233	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24234	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24235	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24236	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24237	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24238	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24239	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24240	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24241	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24242	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24243	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
denovo24244	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24245	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24246	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24247	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
denovo24248	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24249	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
denovo24250	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
denovo24251	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24252	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24253	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24254	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24255	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24256	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24257	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24258	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24259	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24260	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24261	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24262	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24263	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24264	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24265	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24266	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24267	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24268	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
denovo24269	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24270	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
denovo24271	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24272	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24273	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24274	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24275	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24276	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24277	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
