date,time,PAR_raw,PAR_calibrated_umol/m^2/s
17/12/2014 , 15:30:00,3375,207.0654541
17/12/2014 , 15:45:00,5022,299.3383409
17/12/2014 , 16:00:00,2354,148.2571013
17/12/2014 , 16:15:00,2435,152.9818351
17/12/2014 , 16:30:00,1869,119.7023511
17/12/2014 , 16:45:00,1476,96.16856924
17/12/2014 , 17:00:00,1051,70.18940714
17/12/2014 , 17:15:00,645,44.63176882
17/12/2014 , 17:30:00,505,35.57144195
17/12/2014 , 17:45:00,304,22.21815794
17/12/2014 , 18:00:00,88,7.038144149
17/12/2014 , 18:15:00,7,0.672974778
17/12/2014 , 18:30:00,0,0
17/12/2014 , 18:45:00,0,0
17/12/2014 , 19:00:00,0,0
17/12/2014 , 19:15:00,0,0
17/12/2014 , 19:30:00,0,0
17/12/2014 , 19:45:00,0,0
17/12/2014 , 20:00:00,0,0
17/12/2014 , 20:15:00,0,0
17/12/2014 , 20:30:00,0,0
17/12/2014 , 20:45:00,0,0
17/12/2014 , 21:00:00,0,0
17/12/2014 , 21:15:00,0,0
17/12/2014 , 21:30:00,0,0
17/12/2014 , 21:45:00,0,0
17/12/2014 , 22:00:00,0,0
17/12/2014 , 22:15:00,0,0
17/12/2014 , 22:30:00,0,0
17/12/2014 , 22:45:00,0,0
17/12/2014 , 23:00:00,0,0
17/12/2014 , 23:15:00,0,0
17/12/2014 , 23:30:00,0,0
17/12/2014 , 23:45:00,0,0
17/12/2014 , 24:00:00,0,0
18/12/2014 , 00:15:00,0,0
18/12/2014 , 00:30:00,0,0
18/12/2014 , 00:45:00,0,0
18/12/2014 , 01:00:00,0,0
18/12/2014 , 01:15:00,0,0
18/12/2014 , 01:30:00,0,0
18/12/2014 , 01:45:00,0,0
18/12/2014 , 02:00:00,0,0
18/12/2014 , 02:15:00,0,0
18/12/2014 , 02:30:00,0,0
18/12/2014 , 02:45:00,0,0
18/12/2014 , 03:00:00,0,0
18/12/2014 , 03:15:00,0,0
18/12/2014 , 03:30:00,0,0
18/12/2014 , 03:45:00,0,0
18/12/2014 , 04:00:00,0,0
18/12/2014 , 04:15:00,0,0
18/12/2014 , 04:30:00,0,0
18/12/2014 , 04:45:00,0,0
18/12/2014 , 05:00:00,0,0
18/12/2014 , 05:15:00,0,0
18/12/2014 , 05:30:00,0,0
18/12/2014 , 05:45:00,0,0
18/12/2014 , 06:00:00,0,0
18/12/2014 , 06:15:00,0,0
18/12/2014 , 06:30:00,0,0
18/12/2014 , 06:45:00,0,0
18/12/2014 , 07:00:00,22,1.946112434
18/12/2014 , 07:15:00,139,10.7536773
18/12/2014 , 07:30:00,291,21.33572201
18/12/2014 , 07:45:00,486,34.32868661
18/12/2014 , 08:00:00,1854,118.8112399
18/12/2014 , 08:15:00,1887,120.7709989
18/12/2014 , 08:30:00,2454,154.0884383
18/12/2014 , 08:45:00,2398,150.8250642
18/12/2014 , 09:00:00,3325,204.2192948
18/12/2014 , 09:15:00,3539,216.3796038
18/12/2014 , 09:30:00,4094,247.6760803
18/12/2014 , 09:45:00,6103,358.6524009
18/12/2014 , 10:00:00,5661,334.5008287
18/12/2014 , 10:15:00,6356,372.4189706
18/12/2014 , 10:30:00,5152,306.5170134
18/12/2014 , 10:45:00,5980,351.9446627
18/12/2014 , 11:00:00,5079,302.4875555
18/12/2014 , 11:15:00,7902,455.7334636
18/12/2014 , 11:30:00,5964,351.0713783
18/12/2014 , 11:45:00,6485,379.4228662
18/12/2014 , 12:00:00,10316,583.5370494
18/12/2014 , 12:15:00,5583,330.2248312
18/12/2014 , 12:30:00,7757,447.9736077
18/12/2014 , 12:45:00,5836,344.0789289
18/12/2014 , 13:00:00,6420,375.8950503
18/12/2014 , 13:15:00,10448,590.4577516
18/12/2014 , 13:30:00,8384,481.4550405
18/12/2014 , 13:45:00,9771,554.8937364
18/12/2014 , 14:00:00,5664,334.6652043
18/12/2014 , 14:15:00,8216,472.5023717
18/12/2014 , 14:30:00,7090,412.1389207
18/12/2014 , 14:45:00,7066,410.8450752
18/12/2014 , 15:00:00,5345,317.1504169
18/12/2014 , 15:15:00,4679,280.331754
18/12/2014 , 15:30:00,4994,297.790408
18/12/2014 , 15:45:00,4312,259.882468
18/12/2014 , 16:00:00,5893,347.1941167
18/12/2014 , 16:15:00,3424,209.8517173
18/12/2014 , 16:30:00,2605,162.8612941
18/12/2014 , 16:45:00,1598,103.5180587
18/12/2014 , 17:00:00,1330,87.31462682
18/12/2014 , 17:15:00,642,44.43923837
18/12/2014 , 17:30:00,344,24.91667109
18/12/2014 , 17:45:00,218,16.32262797
18/12/2014 , 18:00:00,64,5.2385376
18/12/2014 , 18:15:00,8,0.761683803
18/12/2014 , 18:30:00,0,0
18/12/2014 , 18:45:00,0,0
18/12/2014 , 19:00:00,0,0
18/12/2014 , 19:15:00,0,0
18/12/2014 , 19:30:00,0,0
18/12/2014 , 19:45:00,0,0
18/12/2014 , 20:00:00,0,0
18/12/2014 , 20:15:00,0,0
18/12/2014 , 20:30:00,0,0
18/12/2014 , 20:45:00,0,0
18/12/2014 , 21:00:00,0,0
18/12/2014 , 21:15:00,0,0
18/12/2014 , 21:30:00,0,0
18/12/2014 , 21:45:00,0,0
18/12/2014 , 22:00:00,0,0
18/12/2014 , 22:15:00,0,0
18/12/2014 , 22:30:00,0,0
18/12/2014 , 22:45:00,0,0
18/12/2014 , 23:00:00,0,0
18/12/2014 , 23:15:00,0,0
18/12/2014 , 23:30:00,0,0
18/12/2014 , 23:45:00,0,0
18/12/2014 , 24:00:00,0,0
19/12/2014 , 00:15:00,0,0
19/12/2014 , 00:30:00,0,0
19/12/2014 , 00:45:00,0,0
19/12/2014 , 01:00:00,0,0
19/12/2014 , 01:15:00,0,0
19/12/2014 , 01:30:00,0,0
19/12/2014 , 01:45:00,0,0
19/12/2014 , 02:00:00,0,0
19/12/2014 , 02:15:00,0,0
19/12/2014 , 02:30:00,0,0
19/12/2014 , 02:45:00,0,0
19/12/2014 , 03:00:00,0,0
19/12/2014 , 03:15:00,0,0
19/12/2014 , 03:30:00,0,0
19/12/2014 , 03:45:00,0,0
19/12/2014 , 04:00:00,0,0
19/12/2014 , 04:15:00,0,0
19/12/2014 , 04:30:00,0,0
19/12/2014 , 04:45:00,0,0
19/12/2014 , 05:00:00,0,0
19/12/2014 , 05:15:00,0,0
19/12/2014 , 05:30:00,0,0
19/12/2014 , 05:45:00,0,0
19/12/2014 , 06:00:00,0,0
19/12/2014 , 06:15:00,0,0
19/12/2014 , 06:30:00,0,0
19/12/2014 , 06:45:00,0,0
19/12/2014 , 07:00:00,12,1.109338652
19/12/2014 , 07:15:00,85,6.815371681
19/12/2014 , 07:30:00,326,23.70533276
19/12/2014 , 07:45:00,970,65.15875907
19/12/2014 , 08:00:00,1364,89.38255013
19/12/2014 , 08:15:00,2053,130.5923233
19/12/2014 , 08:30:00,2652,165.5842786
19/12/2014 , 08:45:00,3211,197.7183288
19/12/2014 , 09:00:00,4045,244.9260196
19/12/2014 , 09:15:00,4777,285.7722346
19/12/2014 , 09:30:00,5459,323.4181197
19/12/2014 , 09:45:00,6167,362.1387081
19/12/2014 , 10:00:00,7490,433.657004
19/12/2014 , 10:15:00,5656,334.2268554
19/12/2014 , 10:30:00,5219,310.2116301
19/12/2014 , 10:45:00,6740,393.2381983
19/12/2014 , 11:00:00,6199,363.8808738
19/12/2014 , 11:15:00,7343,425.7590599
19/12/2014 , 11:30:00,8371,480.7627433
19/12/2014 , 11:45:00,6337,371.3865207
19/12/2014 , 12:00:00,9407,535.6987357
19/12/2014 , 12:15:00,5347,317.2604597
19/12/2014 , 12:30:00,11145,626.897773
19/12/2014 , 12:45:00,11706,656.1068862
19/12/2014 , 13:00:00,10609,598.8903185
19/12/2014 , 13:15:00,11631,652.2079245
19/12/2014 , 13:30:00,11773,659.5884227
19/12/2014 , 13:45:00,10138,574.1943717
19/12/2014 , 14:00:00,8398,482.2005041
19/12/2014 , 14:15:00,10211,578.02735
19/12/2014 , 14:30:00,8804,503.7802887
19/12/2014 , 14:45:00,9063,517.5087326
19/12/2014 , 15:00:00,7326,424.8449548
19/12/2014 , 15:15:00,4683,280.5539755
19/12/2014 , 15:30:00,7097,412.5162322
19/12/2014 , 15:45:00,6320,370.4625589
19/12/2014 , 16:00:00,5425,321.5498096
19/12/2014 , 16:15:00,4245,256.1358459
19/12/2014 , 16:30:00,2556,160.0186312
19/12/2014 , 16:45:00,1325,87.0101985
19/12/2014 , 17:00:00,1041,69.56990927
19/12/2014 , 17:15:00,711,48.8515172
19/12/2014 , 17:30:00,484,34.19766703
19/12/2014 , 17:45:00,293,21.47166486
19/12/2014 , 18:00:00,100,7.923907106
19/12/2014 , 18:15:00,11,1.023346745
19/12/2014 , 18:30:00,0,0
19/12/2014 , 18:45:00,0,0
19/12/2014 , 19:00:00,0,0
19/12/2014 , 19:15:00,0,0
19/12/2014 , 19:30:00,0,0
19/12/2014 , 19:45:00,0,0
19/12/2014 , 20:00:00,0,0
19/12/2014 , 20:15:00,0,0
19/12/2014 , 20:30:00,0,0
19/12/2014 , 20:45:00,0,0
19/12/2014 , 21:00:00,0,0
19/12/2014 , 21:15:00,0,0
19/12/2014 , 21:30:00,0,0
19/12/2014 , 21:45:00,0,0
19/12/2014 , 22:00:00,0,0
19/12/2014 , 22:15:00,0,0
19/12/2014 , 22:30:00,0,0
19/12/2014 , 22:45:00,0,0
19/12/2014 , 23:00:00,0,0
19/12/2014 , 23:15:00,0,0
19/12/2014 , 23:30:00,0,0
19/12/2014 , 23:45:00,0,0
19/12/2014 , 24:00:00,0,0
20/12/2014 , 00:15:00,0,0
20/12/2014 , 00:30:00,0,0
20/12/2014 , 00:45:00,0,0
20/12/2014 , 01:00:00,0,0
20/12/2014 , 01:15:00,0,0
20/12/2014 , 01:30:00,0,0
20/12/2014 , 01:45:00,0,0
20/12/2014 , 02:00:00,0,0
20/12/2014 , 02:15:00,0,0
20/12/2014 , 02:30:00,0,0
20/12/2014 , 02:45:00,0,0
20/12/2014 , 03:00:00,0,0
20/12/2014 , 03:15:00,0,0
20/12/2014 , 03:30:00,0,0
20/12/2014 , 03:45:00,0,0
20/12/2014 , 04:00:00,0,0
20/12/2014 , 04:15:00,0,0
20/12/2014 , 04:30:00,0,0
20/12/2014 , 04:45:00,0,0
20/12/2014 , 05:00:00,0,0
20/12/2014 , 05:15:00,0,0
20/12/2014 , 05:30:00,0,0
20/12/2014 , 05:45:00,0,0
20/12/2014 , 06:00:00,0,0
20/12/2014 , 06:15:00,0,0
20/12/2014 , 06:30:00,0,0
20/12/2014 , 06:45:00,0,0
20/12/2014 , 07:00:00,13,1.194810543
20/12/2014 , 07:15:00,115,9.02037272
20/12/2014 , 07:30:00,349,25.25232639
20/12/2014 , 07:45:00,864,58.52865835
20/12/2014 , 08:00:00,1478,96.28939949
20/12/2014 , 08:15:00,2264,142.9934953
20/12/2014 , 08:30:00,2875,178.4572733
20/12/2014 , 08:45:00,3032,187.4765098
20/12/2014 , 09:00:00,3729,227.1313031
20/12/2014 , 09:15:00,2109,133.8922957
20/12/2014 , 09:30:00,3734,227.413696
20/12/2014 , 09:45:00,6286,368.6140927
20/12/2014 , 10:00:00,6585,384.8452669
20/12/2014 , 10:15:00,7143,414.9950365
20/12/2014 , 10:30:00,7522,435.3747836
20/12/2014 , 10:45:00,5493,325.285584
20/12/2014 , 11:00:00,10090,571.6729644
20/12/2014 , 11:15:00,8513,488.3205504
20/12/2014 , 11:30:00,3630,221.5342039
20/12/2014 , 11:45:00,4522,271.5985218
20/12/2014 , 12:00:00,4973,296.6290445
20/12/2014 , 12:15:00,6397,374.6461255
20/12/2014 , 12:30:00,9444,537.6523078
20/12/2014 , 12:45:00,9549,543.1932068
20/12/2014 , 13:00:00,9836,558.3158911
20/12/2014 , 13:15:00,11318,635.9163756
20/12/2014 , 13:30:00,11093,624.1849964
20/12/2014 , 13:45:00,6846,398.9697863
20/12/2014 , 14:00:00,10265,580.8614215
20/12/2014 , 14:15:00,4375,263.4015511
20/12/2014 , 14:30:00,4678,280.2761965
20/12/2014 , 14:45:00,5278,313.4622431
20/12/2014 , 15:00:00,8434,484.1169959
20/12/2014 , 15:15:00,5577,329.8957291
20/12/2014 , 15:30:00,3856,234.2956573
20/12/2014 , 15:45:00,3204,197.3186056
20/12/2014 , 16:00:00,5493,325.285584
20/12/2014 , 16:15:00,2027,129.057978
20/12/2014 , 16:30:00,1222,80.71987947
20/12/2014 , 16:45:00,1322,86.82750144
20/12/2014 , 17:00:00,1356,88.89632053
20/12/2014 , 17:15:00,983,65.96814205
20/12/2014 , 17:30:00,642,44.43923837
20/12/2014 , 17:45:00,289,21.19971122
20/12/2014 , 18:00:00,98,7.776842715
20/12/2014 , 18:15:00,11,1.023346745
20/12/2014 , 18:30:00,0,0
20/12/2014 , 18:45:00,0,0
20/12/2014 , 19:00:00,0,0
20/12/2014 , 19:15:00,0,0
20/12/2014 , 19:30:00,0,0
20/12/2014 , 19:45:00,0,0
20/12/2014 , 20:00:00,0,0
20/12/2014 , 20:15:00,0,0
20/12/2014 , 20:30:00,0,0
20/12/2014 , 20:45:00,0,0
20/12/2014 , 21:00:00,0,0
20/12/2014 , 21:15:00,0,0
20/12/2014 , 21:30:00,0,0
20/12/2014 , 21:45:00,0,0
20/12/2014 , 22:00:00,0,0
20/12/2014 , 22:15:00,0,0
20/12/2014 , 22:30:00,0,0
20/12/2014 , 22:45:00,0,0
20/12/2014 , 23:00:00,0,0
20/12/2014 , 23:15:00,0,0
20/12/2014 , 23:30:00,0,0
20/12/2014 , 23:45:00,0,0
20/12/2014 , 24:00:00,0,0
21/12/2014 , 00:15:00,0,0
21/12/2014 , 00:30:00,0,0
21/12/2014 , 00:45:00,0,0
21/12/2014 , 01:00:00,0,0
21/12/2014 , 01:15:00,0,0
21/12/2014 , 01:30:00,0,0
21/12/2014 , 01:45:00,0,0
21/12/2014 , 02:00:00,0,0
21/12/2014 , 02:15:00,0,0
21/12/2014 , 02:30:00,0,0
21/12/2014 , 02:45:00,0,0
21/12/2014 , 03:00:00,0,0
21/12/2014 , 03:15:00,0,0
21/12/2014 , 03:30:00,0,0
21/12/2014 , 03:45:00,0,0
21/12/2014 , 04:00:00,0,0
21/12/2014 , 04:15:00,0,0
21/12/2014 , 04:30:00,0,0
21/12/2014 , 04:45:00,0,0
21/12/2014 , 05:00:00,0,0
21/12/2014 , 05:15:00,0,0
21/12/2014 , 05:30:00,0,0
21/12/2014 , 05:45:00,0,0
21/12/2014 , 06:00:00,0,0
21/12/2014 , 06:15:00,0,0
21/12/2014 , 06:30:00,0,0
21/12/2014 , 06:45:00,0,0
21/12/2014 , 07:00:00,11,1.023346745
21/12/2014 , 07:15:00,84,6.740988054
21/12/2014 , 07:30:00,278,20.45041449
21/12/2014 , 07:45:00,702,48.27783428
21/12/2014 , 08:00:00,1392,91.08272984
21/12/2014 , 08:15:00,2032,129.353155
21/12/2014 , 08:30:00,2192,138.7716709
21/12/2014 , 08:45:00,2677,167.0312419
21/12/2014 , 09:00:00,3399,208.4305192
21/12/2014 , 09:15:00,4004,242.6230878
21/12/2014 , 09:30:00,4566,274.0482431
21/12/2014 , 09:45:00,5333,316.4900967
21/12/2014 , 10:00:00,5928,349.1058647
21/12/2014 , 10:15:00,6206,364.2618853
21/12/2014 , 10:30:00,6934,403.7231823
21/12/2014 , 10:45:00,7529,435.750477
21/12/2014 , 11:00:00,7961,458.8879495
21/12/2014 , 11:15:00,8502,487.7354159
21/12/2014 , 11:30:00,8808,503.9925321
21/12/2014 , 11:45:00,9128,520.9495876
21/12/2014 , 12:00:00,9475,539.288656
21/12/2014 , 12:15:00,9676,549.8891445
21/12/2014 , 12:30:00,10804,609.0912385
21/12/2014 , 12:45:00,11421,641.2810649
21/12/2014 , 13:00:00,11585,649.8156576
21/12/2014 , 13:15:00,11389,639.6147434
21/12/2014 , 13:30:00,11218,630.7045427
21/12/2014 , 13:45:00,11004,619.5398267
21/12/2014 , 14:00:00,7090,412.1389207
21/12/2014 , 14:15:00,8010,461.5064846
21/12/2014 , 14:30:00,9808,556.8419344
21/12/2014 , 14:45:00,5630,332.80191
21/12/2014 , 15:00:00,7114,413.4324477
21/12/2014 , 15:15:00,7768,448.5626537
21/12/2014 , 15:30:00,6999,407.2313953
21/12/2014 , 15:45:00,5982,352.0538113
21/12/2014 , 16:00:00,5226,310.5974352
21/12/2014 , 16:15:00,4528,271.9326764
21/12/2014 , 16:30:00,3688,224.8146397
21/12/2014 , 16:45:00,2144,135.9515348
21/12/2014 , 17:00:00,1509,98.16075895
21/12/2014 , 17:15:00,1637,105.8587389
21/12/2014 , 17:30:00,661,45.65750643
21/12/2014 , 17:45:00,328,23.84016137
21/12/2014 , 18:00:00,115,9.02037272
21/12/2014 , 18:15:00,12,1.109338652
21/12/2014 , 18:30:00,0,0
21/12/2014 , 18:45:00,0,0
21/12/2014 , 19:00:00,0,0
21/12/2014 , 19:15:00,0,0
21/12/2014 , 19:30:00,0,0
21/12/2014 , 19:45:00,0,0
21/12/2014 , 20:00:00,0,0
21/12/2014 , 20:15:00,0,0
21/12/2014 , 20:30:00,0,0
21/12/2014 , 20:45:00,0,0
21/12/2014 , 21:00:00,0,0
21/12/2014 , 21:15:00,0,0
21/12/2014 , 21:30:00,0,0
21/12/2014 , 21:45:00,0,0
21/12/2014 , 22:00:00,0,0
21/12/2014 , 22:15:00,0,0
21/12/2014 , 22:30:00,0,0
21/12/2014 , 22:45:00,0,0
21/12/2014 , 23:00:00,0,0
21/12/2014 , 23:15:00,0,0
21/12/2014 , 23:30:00,0,0
21/12/2014 , 23:45:00,0,0
21/12/2014 , 24:00:00,0,0
22/12/2014 , 00:15:00,0,0
22/12/2014 , 00:30:00,0,0
22/12/2014 , 00:45:00,0,0
22/12/2014 , 01:00:00,0,0
22/12/2014 , 01:15:00,0,0
22/12/2014 , 01:30:00,0,0
22/12/2014 , 01:45:00,0,0
22/12/2014 , 02:00:00,0,0
22/12/2014 , 02:15:00,0,0
22/12/2014 , 02:30:00,0,0
22/12/2014 , 02:45:00,0,0
22/12/2014 , 03:00:00,0,0
