date,time,PAR_raw,PAR_calibrated_umol/m^2/s
11/12/2014, 12:00:00,8210,688.751
11/12/2014, 12:15:00,8065,678.842
11/12/2014, 12:30:00,6597,576.515
11/12/2014, 12:45:00,6593,576.231
11/12/2014, 13:00:00,7824,662.3
11/12/2014, 13:15:00,12036,940.083
11/12/2014, 13:30:00,10129,817.043
11/12/2014, 13:45:00,9667,786.606
11/12/2014, 14:00:00,8885,734.457
11/12/2014, 14:15:00,6930,600.071
11/12/2014, 14:30:00,5939,529.3
11/12/2014, 14:45:00,4600,430.004
11/12/2014, 15:00:00,3257,324.744
11/12/2014, 15:15:00,3137,314.981
11/12/2014, 15:30:00,2470,259.334
11/12/2014, 15:45:00,1743,195.318
11/12/2014, 16:00:00,1601,182.276
11/12/2014, 16:15:00,2207,236.646
11/12/2014, 16:30:00,2336,247.834
11/12/2014, 16:45:00,1887,208.342
11/12/2014, 17:00:00,1331,156.856
11/12/2014, 17:15:00,794,103.051
11/12/2014, 17:30:00,372,55.627
11/12/2014, 17:45:00,195,32.898
11/12/2014, 18:00:00,44,9.803
11/12/2014, 18:15:00,2,0.794
11/12/2014, 18:30:00,0,0
11/12/2014, 18:45:00,0,0
11/12/2014, 19:00:00,0,0
11/12/2014, 19:15:00,0,0
11/12/2014, 19:30:00,0,0
11/12/2014, 19:45:00,0,0
11/12/2014, 20:00:00,0,0
11/12/2014, 20:15:00,0,0
11/12/2014, 20:30:00,0,0
11/12/2014, 20:45:00,0,0
11/12/2014, 21:00:00,0,0
11/12/2014, 21:15:00,0,0
11/12/2014, 21:30:00,0,0
11/12/2014, 21:45:00,0,0
11/12/2014, 22:00:00,0,0
11/12/2014, 22:15:00,0,0
11/12/2014, 22:30:00,0,0
11/12/2014, 22:45:00,0,0
11/12/2014, 23:00:00,0,0
11/12/2014, 23:15:00,0,0
11/12/2014, 23:30:00,0,0
11/12/2014, 23:45:00,0,0
11/12/2014, 24:00:00,0,0
12/12/2014, 00:15:00,0,0
12/12/2014, 00:30:00,0,0
12/12/2014, 00:45:00,0,0
12/12/2014, 01:00:00,0,0
12/12/2014, 01:15:00,0,0
12/12/2014, 01:30:00,0,0
12/12/2014, 01:45:00,0,0
12/12/2014, 02:00:00,0,0
12/12/2014, 02:15:00,0,0
12/12/2014, 02:30:00,0,0
12/12/2014, 02:45:00,0,0
12/12/2014, 03:00:00,0,0
12/12/2014, 03:15:00,0,0
12/12/2014, 03:30:00,0,0
12/12/2014, 03:45:00,0,0
12/12/2014, 04:00:00,0,0
12/12/2014, 04:15:00,0,0
12/12/2014, 04:30:00,0,0
12/12/2014, 04:45:00,0,0
12/12/2014, 05:00:00,0,0
12/12/2014, 05:15:00,0,0
12/12/2014, 05:30:00,0,0
12/12/2014, 05:45:00,0,0
12/12/2014, 06:00:00,0,0
12/12/2014, 06:15:00,0,0
12/12/2014, 06:30:00,0,0
12/12/2014, 06:45:00,1,0.452
12/12/2014, 07:00:00,29,6.985
12/12/2014, 07:15:00,169,29.284
12/12/2014, 07:30:00,365,54.774
12/12/2014, 07:45:00,554,76.902
12/12/2014, 08:00:00,696,92.582
12/12/2014, 08:15:00,736,96.887
12/12/2014, 08:30:00,1446,167.79
12/12/2014, 08:45:00,2094,226.744
12/12/2014, 09:00:00,3118,313.428
12/12/2014, 09:15:00,4094,391.126
12/12/2014, 09:30:00,6289,554.53
12/12/2014, 09:45:00,5759,516.217
12/12/2014, 10:00:00,3320,329.843
12/12/2014, 10:15:00,5449,493.504
12/12/2014, 10:30:00,5564,501.958
12/12/2014, 10:45:00,7596,646.562
12/12/2014, 11:00:00,14009,1063.596
12/12/2014, 11:15:00,14225,1076.912
12/12/2014, 11:30:00,9900,801.99
12/12/2014, 11:45:00,10164,819.338
12/12/2014, 12:00:00,10773,859.042
12/12/2014, 12:15:00,11146,883.152
12/12/2014, 12:30:00,13756,1047.949
12/12/2014, 12:45:00,12941,997.173
12/12/2014, 13:00:00,17157,1254.198
