date,time,temp_raw_C,temp_cal_C
1/1/2015,0:00,23.1,23.065
1/1/2015,0:15,23.1,23.065
1/1/2015,0:30,23.004,22.970
1/1/2015,0:45,23.004,22.970
1/1/2015,1:00,23.004,22.970
1/1/2015,1:15,23.004,22.970
1/1/2015,1:30,23.004,22.970
1/1/2015,1:45,23.004,22.970
1/1/2015,2:00,23.004,22.970
1/1/2015,2:15,23.004,22.970
1/1/2015,2:30,23.004,22.970
1/1/2015,2:45,22.908,22.875
1/1/2015,3:00,23.004,22.970
1/1/2015,3:15,22.908,22.875
1/1/2015,3:30,23.004,22.970
1/1/2015,3:45,23.004,22.970
1/1/2015,4:00,23.004,22.970
1/1/2015,4:15,22.908,22.875
1/1/2015,4:30,22.908,22.875
1/1/2015,4:45,22.908,22.875
1/1/2015,5:00,22.908,22.875
1/1/2015,5:15,22.908,22.875
1/1/2015,5:30,22.908,22.875
1/1/2015,5:45,22.908,22.875
1/1/2015,6:00,22.908,22.875
1/1/2015,6:15,22.812,22.780
1/1/2015,6:30,22.812,22.780
1/1/2015,6:45,22.812,22.780
1/1/2015,7:00,22.812,22.780
1/1/2015,7:15,22.812,22.780
1/1/2015,7:30,22.812,22.780
1/1/2015,7:45,22.812,22.780
1/1/2015,8:00,22.812,22.780
1/1/2015,8:15,22.812,22.780
1/1/2015,8:30,22.908,22.875
1/1/2015,8:45,22.908,22.875
1/1/2015,9:00,22.908,22.875
1/1/2015,9:15,23.004,22.970
1/1/2015,9:30,23.004,22.970
1/1/2015,9:45,23.1,23.065
1/1/2015,10:00,23.1,23.065
1/1/2015,10:15,23.1,23.065
1/1/2015,10:30,23.196,23.160
1/1/2015,10:45,23.196,23.160
1/1/2015,11:00,23.196,23.160
1/1/2015,11:15,23.196,23.160
1/1/2015,11:30,23.196,23.160
1/1/2015,11:45,23.292,23.255
1/1/2015,12:00,23.196,23.160
1/1/2015,12:15,23.1,23.065
1/1/2015,12:30,23.1,23.065
1/1/2015,12:45,23.196,23.160
1/1/2015,13:00,23.196,23.160
1/1/2015,13:15,23.196,23.160
1/1/2015,13:30,23.196,23.160
1/1/2015,13:45,23.388,23.351
1/1/2015,14:00,23.292,23.255
1/1/2015,14:15,23.773,23.732
1/1/2015,14:30,23.388,23.351
1/1/2015,14:45,23.581,23.542
1/1/2015,15:00,23.484,23.446
1/1/2015,15:15,23.581,23.542
1/1/2015,15:30,23.677,23.637
1/1/2015,15:45,23.773,23.732
1/1/2015,16:00,23.484,23.446
1/1/2015,16:15,23.388,23.351
1/1/2015,16:30,23.388,23.351
1/1/2015,16:45,23.388,23.351
1/1/2015,17:00,23.388,23.351
1/1/2015,17:15,23.388,23.351
1/1/2015,17:30,23.292,23.255
1/1/2015,17:45,23.196,23.160
1/1/2015,18:00,23.196,23.160
1/1/2015,18:15,23.196,23.160
1/1/2015,18:30,23.292,23.255
1/1/2015,18:45,23.196,23.160
1/1/2015,19:00,23.196,23.160
1/1/2015,19:15,23.196,23.160
1/1/2015,19:30,23.196,23.160
1/1/2015,19:45,23.196,23.160
1/1/2015,20:00,23.1,23.065
1/1/2015,20:15,23.1,23.065
1/1/2015,20:30,23.1,23.065
1/1/2015,20:45,23.1,23.065
1/1/2015,21:00,23.1,23.065
1/1/2015,21:15,23.1,23.065
1/1/2015,21:30,23.1,23.065
1/1/2015,21:45,23.1,23.065
1/1/2015,22:00,23.1,23.065
1/1/2015,22:15,23.1,23.065
1/1/2015,22:30,23.1,23.065
1/1/2015,22:45,23.1,23.065
1/1/2015,23:00,23.1,23.065
1/1/2015,23:15,23.1,23.065
1/1/2015,23:30,23.004,22.970
1/1/2015,23:45,23.004,22.970
1/2/2015,0:00,23.004,22.970
1/2/2015,0:15,23.004,22.970
1/2/2015,0:30,23.004,22.970
1/2/2015,0:45,23.004,22.970
1/2/2015,1:00,23.004,22.970
1/2/2015,1:15,23.004,22.970
1/2/2015,1:30,23.004,22.970
1/2/2015,1:45,23.004,22.970
1/2/2015,2:00,22.908,22.875
1/2/2015,2:15,22.908,22.875
1/2/2015,2:30,23.004,22.970
1/2/2015,2:45,22.908,22.875
1/2/2015,3:00,23.004,22.970
1/2/2015,3:15,23.004,22.970
1/2/2015,3:30,23.004,22.970
1/2/2015,3:45,23.004,22.970
1/2/2015,4:00,23.004,22.970
1/2/2015,4:15,22.908,22.875
1/2/2015,4:30,22.908,22.875
1/2/2015,4:45,22.908,22.875
1/2/2015,5:00,22.908,22.875
1/2/2015,5:15,22.908,22.875
1/2/2015,5:30,22.908,22.875
1/2/2015,5:45,22.908,22.875
1/2/2015,6:00,22.908,22.875
1/2/2015,6:15,22.908,22.875
1/2/2015,6:30,22.908,22.875
1/2/2015,6:45,22.908,22.875
1/2/2015,7:00,22.812,22.780
1/2/2015,7:15,22.812,22.780
1/2/2015,7:30,22.812,22.780
1/2/2015,7:45,22.812,22.780
1/2/2015,8:00,22.812,22.780
1/2/2015,8:15,22.812,22.780
1/2/2015,8:30,22.812,22.780
1/2/2015,8:45,22.812,22.780
1/2/2015,9:00,22.908,22.875
1/2/2015,9:15,22.908,22.875
1/2/2015,9:30,22.908,22.875
1/2/2015,9:45,22.908,22.875
1/2/2015,10:00,22.908,22.875
1/2/2015,10:15,23.004,22.970
1/2/2015,10:30,23.004,22.970
1/2/2015,10:45,23.196,23.160
1/2/2015,11:00,23.196,23.160
1/2/2015,11:15,23.1,23.065
1/2/2015,11:30,23.292,23.255
1/2/2015,11:45,23.196,23.160
1/2/2015,12:00,23.388,23.351
1/2/2015,12:15,23.196,23.160
1/2/2015,12:30,23.196,23.160
1/2/2015,12:45,23.196,23.160
1/2/2015,13:00,23.484,23.446
1/2/2015,13:15,23.292,23.255
1/2/2015,13:30,23.196,23.160
1/2/2015,13:45,23.292,23.255
1/2/2015,14:00,23.196,23.160
1/2/2015,14:15,23.581,23.542
1/2/2015,14:30,23.581,23.542
1/2/2015,14:45,23.581,23.542
1/2/2015,15:00,23.484,23.446
1/2/2015,15:15,23.292,23.255
1/2/2015,15:30,23.196,23.160
1/2/2015,15:45,23.196,23.160
1/2/2015,16:00,23.196,23.160
1/2/2015,16:15,23.196,23.160
1/2/2015,16:30,23.1,23.065
1/2/2015,16:45,23.1,23.065
1/2/2015,17:00,23.1,23.065
1/2/2015,17:15,23.1,23.065
1/2/2015,17:30,23.1,23.065
1/2/2015,17:45,23.1,23.065
1/2/2015,18:00,23.1,23.065
1/2/2015,18:15,23.004,22.970
1/2/2015,18:30,23.004,22.970
1/2/2015,18:45,23.004,22.970
1/2/2015,19:00,23.004,22.970
1/2/2015,19:15,23.004,22.970
1/2/2015,19:30,23.004,22.970
1/2/2015,19:45,23.004,22.970
1/2/2015,20:00,23.004,22.970
1/2/2015,20:15,23.004,22.970
1/2/2015,20:30,23.004,22.970
1/2/2015,20:45,23.004,22.970
1/2/2015,21:00,23.004,22.970
1/2/2015,21:15,23.004,22.970
1/2/2015,21:30,22.908,22.875
1/2/2015,21:45,22.908,22.875
1/2/2015,22:00,22.812,22.780
1/2/2015,22:15,22.908,22.875
1/2/2015,22:30,22.908,22.875
1/2/2015,22:45,22.908,22.875
1/2/2015,23:00,22.908,22.875
1/2/2015,23:15,22.908,22.875
1/2/2015,23:30,22.908,22.875
1/2/2015,23:45,22.908,22.875
1/3/2015,0:00,22.908,22.875
1/3/2015,0:15,22.908,22.875
1/3/2015,0:30,22.908,22.875
1/3/2015,0:45,22.812,22.780
1/3/2015,1:00,22.812,22.780
1/3/2015,1:15,22.812,22.780
1/3/2015,1:30,22.812,22.780
1/3/2015,1:45,22.812,22.780
1/3/2015,2:00,22.812,22.780
1/3/2015,2:15,22.812,22.780
1/3/2015,2:30,22.812,22.780
1/3/2015,2:45,22.812,22.780
1/3/2015,3:00,22.812,22.780
1/3/2015,3:15,22.812,22.780
1/3/2015,3:30,22.812,22.780
1/3/2015,3:45,22.812,22.780
1/3/2015,4:00,22.812,22.780
1/3/2015,4:15,22.717,22.686
1/3/2015,4:30,22.717,22.686
1/3/2015,4:45,22.717,22.686
1/3/2015,5:00,22.621,22.590
1/3/2015,5:15,22.717,22.686
1/3/2015,5:30,22.717,22.686
1/3/2015,5:45,22.717,22.686
1/3/2015,6:00,22.717,22.686
1/3/2015,6:15,22.717,22.686
1/3/2015,6:30,22.717,22.686
1/3/2015,6:45,22.717,22.686
1/3/2015,7:00,22.717,22.686
1/3/2015,7:15,22.717,22.686
1/3/2015,7:30,22.717,22.686
1/3/2015,7:45,22.717,22.686
1/3/2015,8:00,22.717,22.686
1/3/2015,8:15,22.812,22.780
1/3/2015,8:30,22.717,22.686
1/3/2015,8:45,22.812,22.780
1/3/2015,9:00,22.812,22.780
1/3/2015,9:15,22.812,22.780
1/3/2015,9:30,22.717,22.686
1/3/2015,9:45,22.717,22.686
1/3/2015,10:00,22.717,22.686
1/3/2015,10:15,22.812,22.780
1/3/2015,10:30,22.812,22.780
1/3/2015,10:45,22.908,22.875
1/3/2015,11:00,23.004,22.970
1/3/2015,11:15,23.004,22.970
1/3/2015,11:30,23.196,23.160
1/3/2015,11:45,23.196,23.160
1/3/2015,12:00,23.196,23.160
1/3/2015,12:15,23.004,22.970
1/3/2015,12:30,23.196,23.160
1/3/2015,12:45,23.1,23.065
1/3/2015,13:00,23.1,23.065
1/3/2015,13:15,23.292,23.255
1/3/2015,13:30,23.1,23.065
1/3/2015,13:45,23.292,23.255
1/3/2015,14:00,23.484,23.446
1/3/2015,14:15,23.484,23.446
1/3/2015,14:30,23.1,23.065
1/3/2015,14:45,23.484,23.446
1/3/2015,15:00,23.677,23.637
1/3/2015,15:15,23.292,23.255
1/3/2015,15:30,23.484,23.446
1/3/2015,15:45,23.388,23.351
1/3/2015,16:00,23.484,23.446
1/3/2015,16:15,23.292,23.255
1/3/2015,16:30,23.1,23.065
1/3/2015,16:45,23.1,23.065
1/3/2015,17:00,23.1,23.065
1/3/2015,17:15,23.1,23.065
1/3/2015,17:30,22.908,22.875
1/3/2015,17:45,22.812,22.780
1/3/2015,18:00,22.812,22.780
1/3/2015,18:15,22.717,22.686
1/3/2015,18:30,22.812,22.780
1/3/2015,18:45,22.812,22.780
1/3/2015,19:00,22.908,22.875
1/3/2015,19:15,23.004,22.970
1/3/2015,19:30,22.908,22.875
1/3/2015,19:45,23.004,22.970
1/3/2015,20:00,23.004,22.970
1/3/2015,20:15,22.812,22.780
1/3/2015,20:30,22.812,22.780
1/3/2015,20:45,22.812,22.780
1/3/2015,21:00,22.812,22.780
1/3/2015,21:15,22.812,22.780
1/3/2015,21:30,22.717,22.686
1/3/2015,21:45,22.717,22.686
1/3/2015,22:00,22.717,22.686
1/3/2015,22:15,22.717,22.686
1/3/2015,22:30,22.717,22.686
1/3/2015,22:45,22.621,22.590
1/3/2015,23:00,22.621,22.590
1/3/2015,23:15,22.717,22.686
1/3/2015,23:30,22.717,22.686
1/3/2015,23:45,22.812,22.780
1/4/2015,0:00,22.717,22.686
1/4/2015,0:15,22.717,22.686
1/4/2015,0:30,22.812,22.780
1/4/2015,0:45,22.717,22.686
1/4/2015,1:00,22.717,22.686
1/4/2015,1:15,22.717,22.686
1/4/2015,1:30,22.717,22.686
1/4/2015,1:45,22.621,22.590
1/4/2015,2:00,22.621,22.590
1/4/2015,2:15,22.717,22.686
1/4/2015,2:30,22.621,22.590
1/4/2015,2:45,22.621,22.590
1/4/2015,3:00,22.621,22.590
1/4/2015,3:15,22.525,22.495
1/4/2015,3:30,22.621,22.590
1/4/2015,3:45,22.621,22.590
1/4/2015,4:00,22.621,22.590
1/4/2015,4:15,22.525,22.495
1/4/2015,4:30,22.717,22.686
1/4/2015,4:45,22.621,22.590
1/4/2015,5:00,22.525,22.495
1/4/2015,5:15,22.525,22.495
1/4/2015,5:30,22.525,22.495
1/4/2015,5:45,22.525,22.495
